Route,Year,Month,Revenue_Passengers,Aircraft_Trips,Rev Pax,Distance,RPKs,ASKs,Seats,
AYQ-SYD,2018,4,"16,730",119,79,"2,181","36,488,130","46,193,580","21,180",
AYQ-SYD,2018,5,"16,809",124,75.9,"2,181","36,660,429","48,322,236","22,156",
AYQ-SYD,2018,6,"16,561",120,77.4,"2,181","36,119,541","46,664,676","21,396",
AYQ-SYD,2018,7,"17,984",124,81.6,"2,181","39,223,104","48,077,964","22,044",
AYQ-SYD,2018,8,"18,498",124,83.5,"2,181","40,344,138","48,317,874","22,154",
AYQ-SYD,2018,9,"16,797",120,78.2,"2,181","36,634,257","46,847,880","21,480",
AYQ-SYD,2018,10,"16,925",124,76.3,"2,181","36,913,425","48,370,218","22,178",
AYQ-SYD,2018,11,"15,487",112,77.4,"2,181","33,777,147","43,654,896","20,016",
AYQ-SYD,2018,12,"12,640",112,63.7,"2,181","27,567,840","43,244,868","19,828",
AYQ-SYD,2019,1,"13,211",116,64.1,"2,181","28,813,191","44,946,048","20,608",
AYQ-SYD,2019,2,"12,502",104,69.4,"2,181","27,266,862","39,310,344","18,024",
AYQ-SYD,2019,3,"16,481",114,82,"2,181","35,945,061","43,811,928","20,088",
AYQ-SYD,2019,4,"17,085",120,79.7,"2,181","37,262,385","46,773,726","21,446",
AYQ-SYD,2019,5,"18,161",124,81.8,"2,181","39,609,141","48,418,200","22,200",
AYQ-SYD,2019,6,"17,749",120,83.1,"2,181","38,710,569","46,559,988","21,348",
AYQ-SYD,2019,7,"18,621",124,83.7,"2,181","40,612,401","48,522,888","22,248",
AYQ-SYD,2019,8,"19,685",124,88.8,"2,181","42,932,985","48,326,598","22,158",
AYQ-SYD,2019,9,"18,580",120,86.4,"2,181","40,522,980","46,926,396","21,516",
AYQ-SYD,2019,10,"18,614",123,84.1,"2,181","40,597,134","48,278,616","22,136",
AYQ-SYD,2019,11,"14,341",110,73,"2,181","31,277,721","42,843,564","19,644",
AYQ-SYD,2019,12,"11,134",114,54.9,"2,181","24,283,254","44,206,689","20,269",
AYQ-SYD,2020,1,"11,470",114,56.7,"2,181","25,016,070","44,143,440","20,240",
AYQ-SYD,2020,2,"9,602",104,52.7,"2,181","20,941,962","39,737,820","18,220",
AYQ-SYD,2020,3,"8,217",91,50.8,"2,181","17,921,277","35,262,408","16,168",
AYQ-SYD,2014,7,"13,751",322,63.4,287,"3,946,537","6,227,326","21,698",
BDB-BNE,2014,8,"13,579",319,63.6,287,"3,897,173","6,128,024","21,352", 
BDB-BNE,2014,9,"13,492",311,64.8,287,"3,872,204","5,973,044","20,812", 
BDB-BNE,2014,10,"14,350",325,66.9,287,"4,118,450","6,154,141","21,443", 
BDB-BNE,2014,11,"12,786",303,64.4,287,"3,669,582","5,695,515","19,845", 
BDB-BNE,2014,12,"14,025",320,66.9,287,"4,025,175","6,016,094","20,962", 
BDB-BNE,2015,1,"11,919",314,57.6,287,"3,420,753","5,935,160","20,680",
BDB-BNE,2015,2,"10,219",268,57.5,287,"2,932,853","5,098,268","17,764", 
BDB-BNE,2015,3,"13,495",333,61.9,287,"3,873,065","6,256,026","21,798", 
BDB-BNE,2015,4,"13,116",328,66,287,"3,764,292","5,705,560","19,880", 
BDB-BNE,2015,5,"13,096",345,64,287,"3,758,552","5,875,464","20,472", 
BDB-BNE,2015,6,"12,604",339,62.4,287,"3,617,348","5,792,808","20,184",
BDB-BNE,2015,7,"13,916",346,67.3,287,"3,993,892","5,934,586","20,678",
BDB-BNE,2015,8,"13,133",351,63,287,"3,769,171","5,978,784","20,832",
BDB-BNE,2015,9,"13,865",341,67.4,287,"3,979,255","5,907,608","20,584",
BDB-BNE,2015,10,"14,662",350,68.9,287,"4,207,994","6,110,804","21,292",
BDB-BNE,2015,11,"13,669",343,65.3,287,"3,923,003","6,005,188","20,924",
BDB-BNE,2015,12,"15,028",346,70.3,287,"4,313,036","6,138,356","21,388",
BDB-BNE,2016,1,"12,808",318,62.5,287,"3,675,896","5,885,796","20,508",
BDB-BNE,2016,2,"12,631",312,67.4,287,"3,625,097","5,376,084","18,732",
BDB-BNE,2016,3,"13,921",331,69.3,287,"3,995,327","5,765,830","20,090",
BDB-BNE,2016,4,"14,589",321,70.4,287,"4,187,043","5,949,510","20,730",
BDB-BNE,2016,5,"14,539",330,68.5,287,"4,172,693","6,088,992","21,216",
BDB-BNE,2016,6,"14,351",324,74.5,287,"4,118,737","5,531,064","19,272",
BDB-BNE,2016,7,"15,014",322,71.9,287,"4,309,018","5,994,856","20,888",
BDB-BNE,2016,8,"14,487",340,72.1,287,"4,157,769","5,764,108","20,084",
BDB-BNE,2016,9,"14,911",328,76.9,287,"4,279,457","5,564,643","19,389",
BDB-BNE,2016,10,"15,427",328,80.4,287,"4,427,549","5,506,382","19,186",
BDB-BNE,2016,11,"14,742",319,79,287,"4,230,954","5,355,994","18,662",
BDB-BNE,2016,12,"15,328",328,76.9,287,"4,399,136","5,719,910","19,930",
BDB-BNE,2017,1,"14,004",322,71.7,287,"4,019,148","5,609,128","19,544",
BDB-BNE,2017,2,"12,590",294,70.1,287,"3,613,330","5,155,955","17,965",
BDB-BNE,2017,3,"14,104",317,76,287,"4,047,848","5,327,294","18,562",
BDB-BNE,2017,4,"14,199",318,75.5,287,"4,075,113","5,398,470","18,810",
BDB-BNE,2017,5,"15,056",335,75.9,287,"4,321,072","5,694,367","19,841",
BDB-BNE,2017,6,"14,532",324,77.3,287,"4,170,684","5,396,748","18,804",
BDB-BNE,2017,7,"15,297",329,80.5,287,"4,390,239","5,572,105","19,415",
BDB-BNE,2017,8,"16,448",358,73.3,287,"4,720,576","6,439,132","22,436",
BDB-BNE,2017,9,"14,775",306,73.4,287,"4,240,425","5,775,588","20,124",
BDB-BNE,2017,10,"14,888",296,76.9,287,"4,272,856","5,553,450","19,350",
BDB-BNE,2017,11,"13,923",299,72.6,287,"3,995,901","5,504,086","19,178",
BDB-BNE,2017,12,"14,048",275,70.5,287,"4,031,776","5,715,318","19,914",
BDB-BNE,2018,1,"12,946",282,63.1,287,"3,715,502","5,889,240","20,520",
BDB-BNE,2018,2,"11,953",258,64.9,287,"3,430,511","5,286,540","18,420",
BDB-BNE,2018,3,"14,541",288,69.9,287,"4,173,267","5,969,600","20,800",
BDB-BNE,2018,4,"13,277",262,70.7,287,"3,810,499","5,392,156","18,788",
BDB-BNE,2018,5,"13,631",272,69.4,287,"3,912,097","5,635,532","19,636",
BDB-BNE,2018,6,"13,708",272,70.1,287,"3,934,196","5,614,868","19,564",
BDB-BNE,2018,7,"13,932",272,70.9,287,"3,998,484","5,642,420","19,660",
BDB-BNE,2018,8,"13,924",278,71.1,287,"3,996,188","5,618,312","19,576",
BDB-BNE,2018,9,"13,965",264,73.9,287,"4,007,955","5,420,856","18,888",
BDB-BNE,2018,10,"14,533",279,74.8,287,"4,170,971","5,577,558","19,434",
BDB-BNE,2018,11,"13,503",300,70.1,287,"3,875,361","5,528,768","19,264",
BDB-BNE,2018,12,"12,927",297,67.1,287,"3,710,049","5,532,786","19,278",
BDB-BNE,2019,1,"11,095",278,61.7,287,"3,184,265","5,163,704","17,992",
BDB-BNE,2019,2,"11,209",278,62.9,287,"3,216,983","5,116,636","17,828",
BDB-BNE,2019,3,"12,875",304,66.2,287,"3,695,125","5,585,020","19,460",
BDB-BNE,2019,4,"12,578",296,67.6,287,"3,609,886","5,338,200","18,600",
BDB-BNE,2019,5,"13,183",306,69.6,287,"3,783,521","5,439,224","18,952",
BDB-BNE,2019,6,"12,650",292,68.8,287,"3,630,550","5,278,791","18,393",
BDB-BNE,2019,7,"13,355",312,67.7,287,"3,832,885","5,658,492","19,716",
BDB-BNE,2019,8,"13,344",308,69.4,287,"3,829,728","5,518,436","19,228",
BDB-BNE,2019,9,"13,492",300,72.4,287,"3,872,204","5,351,976","18,648",
BDB-BNE,2019,10,"14,211",308,73.2,287,"4,078,557","5,573,540","19,420",
BDB-BNE,2019,11,"12,929",300,68.8,287,"3,710,623","5,391,008","18,784",
BDB-BNE,2019,12,"12,727",291,70.4,287,"3,652,649","5,188,673","18,079",
BDB-BNE,2020,1,"11,110",271,67,287,"3,188,570","4,760,182","16,586",
BDB-BNE,2020,2,"11,476",272,68.2,287,"3,293,612","4,827,914","16,822",
BDB-BNE,2020,3,"8,209",253,52.1,287,"2,355,983","4,525,990","15,770",
BDB-BNE,2023,2,"9,473",275,55.8,287,"2,718,751","4,876,130","16,990",
BDB-BNE,2023,3,"11,258",310,59.5,287,"3,231,046","5,430,040","18,920",
BDB-BNE,2023,4,"9,949",276,57.8,287,"2,855,363","4,943,288","17,224",
BDB-BNE,2023,5,"10,885",312,56.8,287,"3,123,995","5,501,503","19,169",
BDB-BNE,2023,6,"11,016",302,59.4,287,"3,161,592","5,323,276","18,548",
BDB-BNE,2023,7,"10,955",301,59,287,"3,144,085","5,330,738","18,574",
BDB-BNE,2023,8,"12,034",305,64.5,287,"3,453,758","5,356,855","18,665",
BDB-BNE,2023,9,"11,835",290,67.4,287,"3,396,645","5,039,720","17,560",
BDB-BNE,2023,10,"12,045",286,68.3,287,"3,456,915","5,063,828","17,644",
BDB-BNE,2023,11,"11,739",300,64,287,"3,369,093","5,266,450","18,350",
BDB-BNE,2023,12,"10,088",251,65.4,287,"2,895,256","4,423,818","15,414",
BDB-BNE,2024,1,"8,832",201,66.6,287,"2,534,784","3,803,898","13,254",
BDB-BNE,2024,2,"10,841",297,59.3,287,"3,111,367","5,245,786","18,278",
BDB-BNE,2024,3,"11,621",296,63.4,287,"3,335,227","5,258,988","18,324",
BDB-BNE,2024,4,"11,261",300,60.9,287,"3,231,907","5,306,630","18,490",
BDB-BNE,2024,5,"12,712",316,65.8,287,"3,648,344","5,545,988","19,324",
BDB-BNE,2024,6,"12,110",292,66.6,287,"3,475,570","5,217,086","18,178",
BDB-BNE,2024,7,"12,608",318,65.5,287,"3,618,496","5,525,898","19,254",
BDB-BNE,2024,8,"12,539",311,65.7,287,"3,598,693","5,477,682","19,086",
BDB-BNE,2024,9,"12,380",308,65.6,287,"3,553,060","5,419,134","18,882",
BDB-BNE,2024,10,"12,854",315,66.7,287,"3,689,098","5,528,768","19,264",
BDB-BNE,2024,11,"12,008",297,66.5,287,"3,446,296","5,185,516","18,068",
BDB-BNE,2024,12,"11,157",293,61.4,287,"3,202,059","5,211,920","18,160",
BDB-BNE,2025,1,"10,301",243,64.9,287,"2,956,387","4,551,820","15,860",
BDB-BNE,2025,2,"10,740",283,62,287,"3,082,380","4,967,970","17,310",
BDB-BNE,2025,3,"10,842",276,63.8,287,"3,111,654","4,875,556","16,988",
BDB-BNE,2025,4,"10,910",273,66.2,287,"3,131,170","4,732,630","16,490",
BDB-BNE,2025,5,"12,391",314,64,287,"3,556,217","5,559,190","19,370",
BDB-BNE,2025,6,"11,841",295,65.2,287,"3,398,367","5,215,077","18,171",
BDB-BNE,2025,7,"12,523",310,66.1,287,"3,594,101","5,440,946","18,958",
BDB-BNE,2025,8,"12,152",290,68.4,287,"3,487,624","5,096,546","17,758",
BDB-BNE,2025,9,"12,308",298,67.6,287,"3,532,396","5,224,548","18,204",
BDB-BNE,2025,10,"13,079",303,71.5,287,"3,753,673","5,248,082","18,286",
BDB-BNE,2025,11,"11,517",273,68,287,"3,305,379","4,862,928","16,944",
BDB-BNE,2025,12,"11,090",273,66.9,287,"3,182,830","4,760,182","16,586",
BDB-BNE,2014,7,"32,407",307,81.1,"1,677","54,346,539","67,034,721","39,973",
BME-PER,2014,8,"31,144",306,74.9,"1,677","52,228,488","69,726,306","41,578", 
BME-PER,2014,9,"27,889",299,70,"1,677","46,769,853","66,856,959","39,867", 
BME-PER,2014,10,"28,279",268,75.2,"1,677","47,423,883","63,105,510","37,630", 
BME-PER,2014,11,"21,764",240,64.3,"1,677","36,498,228","56,773,158","33,854", 
BME-PER,2014,12,"20,597",249,57.9,"1,677","34,541,169","59,669,337","35,581", 
BME-PER,2015,1,"19,192",248,55.2,"1,677","32,184,984","58,299,228","34,764",
BME-PER,2015,2,"15,903",223,52.4,"1,677","26,669,331","50,855,025","30,325", 
BME-PER,2015,3,"21,336",255,65,"1,677","35,780,472","55,013,985","32,805", 
BME-PER,2015,4,"25,474",250,75.2,"1,677","42,719,898","56,830,176","33,888", 
BME-PER,2015,5,"26,012",251,77.8,"1,677","43,622,124","56,085,588","33,444", 
BME-PER,2015,6,"27,959",243,85.3,"1,677","46,887,243","54,998,892","32,796",
BME-PER,2015,7,"35,149",312,86.5,"1,677","58,944,873","68,119,740","40,620",
BME-PER,2015,8,"31,760",307,79.3,"1,677","53,261,520","67,147,080","40,040",
BME-PER,2015,9,"28,151",299,73.8,"1,677","47,209,227","63,982,581","38,153",
BME-PER,2015,10,"28,117",296,74.3,"1,677","47,152,209","63,459,357","37,841",
BME-PER,2015,11,"22,178",250,69.7,"1,677","37,192,506","53,372,202","31,826",
BME-PER,2015,12,"21,629",265,66.2,"1,677","36,271,833","54,777,528","32,664",
BME-PER,2016,1,"19,507",252,70,"1,677","32,713,239","46,758,114","27,882",
BME-PER,2016,2,"15,954",238,54.8,"1,677","26,754,858","48,864,426","29,138",
BME-PER,2016,3,"21,541",257,65.5,"1,677","36,124,257","55,124,667","32,871",
BME-PER,2016,4,"25,072",294,69.5,"1,677","42,045,744","60,467,589","36,057",
BME-PER,2016,5,"25,372",285,71.9,"1,677","42,548,844","59,214,870","35,310",
BME-PER,2016,6,"27,216",274,78.5,"1,677","45,641,232","58,109,727","34,651",
BME-PER,2016,7,"32,440",309,82.9,"1,677","54,401,880","65,609,271","39,123",
BME-PER,2016,8,"29,628",311,76.5,"1,677","49,686,156","64,990,458","38,754",
BME-PER,2016,9,"29,620",301,81.2,"1,677","49,672,740","61,170,252","36,476",
BME-PER,2016,10,"27,782",305,75.1,"1,677","46,590,414","62,045,646","36,998",
BME-PER,2016,11,"20,948",247,68.9,"1,677","35,129,796","50,967,384","30,392",
BME-PER,2016,12,"20,092",249,70,"1,677","33,694,284","48,111,453","28,689",
BME-PER,2017,1,"18,137",253,63.9,"1,677","30,415,749","47,422,206","28,278",
BME-PER,2017,2,"14,086",229,54.2,"1,677","23,622,222","43,586,907","25,991",
BME-PER,2017,3,"18,562",263,62.1,"1,677","31,128,474","50,232,858","29,954",
BME-PER,2017,4,"22,864",268,72.8,"1,677","38,342,928","52,641,030","31,390",
BME-PER,2017,5,"25,244",283,78.9,"1,677","42,334,188","53,653,938","31,994",
BME-PER,2017,6,"29,530",299,82.9,"1,677","49,521,810","59,753,187","35,631",
BME-PER,2017,7,"33,860",332,85,"1,677","56,783,220","66,820,065","39,845",
BME-PER,2017,8,"33,688",366,78,"1,677","56,494,776","72,432,984","43,192",
BME-PER,2017,9,"32,215",360,78.8,"1,677","54,024,555","68,528,928","40,864",
BME-PER,2017,10,"33,481",371,79.2,"1,677","56,147,637","70,861,635","42,255",
BME-PER,2017,11,"26,222",330,71.7,"1,677","43,974,294","61,327,890","36,570",
BME-PER,2017,12,"25,494",319,73.3,"1,677","42,753,438","58,364,631","34,803",
BME-PER,2018,1,"23,735",285,75.1,"1,677","39,803,595","53,003,262","31,606",
BME-PER,2018,2,"19,518",261,67.9,"1,677","32,731,686","48,233,874","28,762",
BME-PER,2018,3,"25,869",309,75.3,"1,677","43,382,313","57,589,857","34,341",
BME-PER,2018,4,"28,435",320,80.5,"1,677","47,685,495","59,211,516","35,308",
BME-PER,2018,5,"30,544",336,82.2,"1,677","51,222,288","62,320,674","37,162",
BME-PER,2018,6,"30,782",322,84.7,"1,677","51,621,414","60,935,472","36,336",
BME-PER,2018,7,"32,570",336,86.8,"1,677","54,619,890","62,952,903","37,539",
BME-PER,2018,8,"32,804",341,81.4,"1,677","55,012,308","67,586,454","40,302",
BME-PER,2018,9,"32,277",337,80.3,"1,677","54,128,529","67,371,798","40,174",
BME-PER,2018,10,"31,947",337,78.5,"1,677","53,575,119","68,233,776","40,688",
BME-PER,2018,11,"26,123",283,81.3,"1,677","43,808,271","53,870,271","32,123",
BME-PER,2018,12,"24,246",292,72.5,"1,677","40,660,542","56,062,110","33,430",
BME-PER,2019,1,"22,472",293,67.5,"1,677","37,685,544","55,823,976","33,288",
BME-PER,2019,2,"18,021",254,62,"1,677","30,221,217","48,742,005","29,065",
BME-PER,2019,3,"22,083",283,66.9,"1,677","37,033,191","55,362,801","33,013",
BME-PER,2019,4,"27,724",317,74.6,"1,677","46,493,148","62,322,351","37,163",
BME-PER,2019,5,"28,751",331,75.5,"1,677","48,215,427","63,892,023","38,099",
BME-PER,2019,6,"30,424",325,79.3,"1,677","51,021,048","64,339,782","38,366",
BME-PER,2019,7,"34,630",341,88.7,"1,677","58,074,510","65,438,217","39,021",
BME-PER,2019,8,"33,666",338,84.2,"1,677","56,457,882","67,029,690","39,970",
BME-PER,2019,9,"31,534",328,83.9,"1,677","52,882,518","63,026,691","37,583",
BME-PER,2019,10,"31,472",337,81.2,"1,677","52,778,544","65,022,321","38,773",
BME-PER,2019,11,"25,027",277,75,"1,677","41,970,279","55,984,968","33,384",
BME-PER,2019,12,"23,000",292,67.2,"1,677","38,571,000","57,391,971","34,223",
BME-PER,2020,1,"21,701",278,65.6,"1,677","36,392,577","55,475,160","33,080",
BME-PER,2020,2,"18,287",268,58.1,"1,677","30,667,299","52,791,960","31,480",
BME-PER,2020,3,"11,120",172,57.5,"1,677","18,648,240","32,408,025","19,325",
BME-PER,2020,4,"1,129",55,18.3,"1,677","1,893,333","10,333,674","6,162",
BME-PER,2020,5,"2,111",46,35.3,"1,677","3,540,147","10,028,460","5,980",
BME-PER,2020,6,"6,769",68,75.3,"1,677","11,351,613","15,071,199","8,987",
BME-PER,2020,7,"19,194",160,85,"1,677","32,188,338","37,880,076","22,588",
BME-PER,2020,8,"24,088",186,78.9,"1,677","40,395,576","51,222,288","30,544",
BME-PER,2020,9,"32,850",278,76.6,"1,677","55,089,450","71,916,468","42,884",
BME-PER,2020,10,"34,986",294,76.7,"1,677","58,671,522","76,471,200","45,600",
BME-PER,2020,11,"27,913",278,68.5,"1,677","46,810,101","68,367,936","40,768",
BME-PER,2020,12,"24,346",291,58.2,"1,677","40,828,242","70,112,016","41,808",
BME-PER,2021,1,"21,267",245,62.9,"1,677","35,664,759","56,669,184","33,792",
BME-PER,2021,2,"10,924",190,40.4,"1,677","18,319,548","45,322,602","27,026",
BME-PER,2021,3,"22,534",240,64.6,"1,677","37,789,518","58,487,052","34,876",
BME-PER,2021,4,"31,144",276,69.6,"1,677","52,228,488","75,089,352","44,776",
BME-PER,2021,5,"34,744",275,76.3,"1,677","58,265,688","76,323,624","45,512",
BME-PER,2021,6,"35,524",269,80.4,"1,677","59,573,748","74,076,444","44,172",
BME-PER,2021,7,"37,545",282,78,"1,677","62,962,965","80,698,917","48,121",
BME-PER,2021,8,"39,089",308,76.4,"1,677","65,552,253","85,765,134","51,142",
BME-PER,2021,9,"41,873",350,70.9,"1,677","70,221,021","99,045,297","59,061",
BME-PER,2021,10,"43,729",350,73.3,"1,677","73,333,533","100,059,882","59,666",
BME-PER,2021,11,"31,314",273,67.6,"1,677","52,513,578","77,712,180","46,340",
BME-PER,2021,12,"25,938",278,57.4,"1,677","43,498,026","75,810,462","45,206",
BME-PER,2022,1,"23,635",255,61.1,"1,677","39,635,895","64,869,714","38,682",
BME-PER,2022,2,"13,688",202,41.9,"1,677","22,954,776","54,755,727","32,651",
BME-PER,2022,3,"20,695",216,58.6,"1,677","34,705,515","59,231,640","35,320",
BME-PER,2022,4,"31,379",283,69.6,"1,677","52,622,583","75,557,235","45,055",
BME-PER,2022,5,"33,669",303,68.7,"1,677","56,462,913","82,246,788","49,044",
BME-PER,2022,6,"37,917",298,80.2,"1,677","63,586,809","79,238,250","47,250",
BME-PER,2022,7,"40,247",322,82.5,"1,677","67,494,219","81,793,998","48,774",
BME-PER,2022,8,"38,749",314,79.2,"1,677","64,982,073","82,062,318","48,934",
BME-PER,2022,9,"38,877",328,79.2,"1,677","65,196,729","82,313,868","49,084",
BME-PER,2022,10,"35,375",286,78.9,"1,677","59,323,875","75,215,127","44,851",
BME-PER,2022,11,"28,033",238,82,"1,677","47,011,341","57,296,382","34,166",
BME-PER,2022,12,"23,946",241,70.9,"1,677","40,157,442","56,670,861","33,793",
BME-PER,2023,1,"22,736",232,72.2,"1,677","38,128,272","52,790,283","31,479",
BME-PER,2023,2,"18,199",222,60.8,"1,677","30,519,723","50,189,256","29,928",
BME-PER,2023,3,"24,775",254,73.4,"1,677","41,547,675","56,566,887","33,731",
BME-PER,2023,4,"28,025",246,75.7,"1,677","46,997,925","62,100,987","37,031",
BME-PER,2023,5,"33,059",273,79.3,"1,677","55,439,943","69,944,316","41,708",
BME-PER,2023,6,"36,259",276,79.6,"1,677","60,806,343","76,348,779","45,527",
BME-PER,2023,7,"38,496",284,84.9,"1,677","64,557,792","76,006,671","45,323",
BME-PER,2023,8,"38,485",292,82.9,"1,677","64,539,345","77,844,663","46,419",
BME-PER,2023,9,"35,818",278,80.2,"1,677","60,066,786","74,891,466","44,658",
BME-PER,2023,10,"36,623",275,82.7,"1,677","61,416,771","74,227,374","44,262",
BME-PER,2023,11,"27,691",252,76.3,"1,677","46,437,807","60,843,237","36,281",
BME-PER,2023,12,"23,597",237,67.1,"1,677","39,572,169","58,936,488","35,144",
BME-PER,2024,1,"22,222",224,68.9,"1,677","37,266,294","54,066,480","32,240",
BME-PER,2024,2,"17,595",185,65.1,"1,677","29,506,815","45,359,496","27,048",
BME-PER,2024,3,"24,432",222,75.3,"1,677","40,972,464","54,428,712","32,456",
BME-PER,2024,4,"28,263",274,64.6,"1,677","47,397,051","73,325,148","43,724",
BME-PER,2024,5,"33,358",288,73.3,"1,677","55,941,366","76,305,177","45,501",
BME-PER,2024,6,"33,579",260,81.9,"1,677","56,311,983","68,753,646","40,998",
BME-PER,2024,7,"38,380",286,84.8,"1,677","64,363,260","75,870,834","45,242",
BME-PER,2024,8,"37,564",285,82.3,"1,677","62,994,828","76,531,572","45,636",
BME-PER,2024,9,"35,697",277,86.2,"1,677","59,863,869","69,426,123","41,399",
BME-PER,2024,10,"32,322",275,77.4,"1,677","54,203,994","70,038,228","41,764",
BME-PER,2024,11,"26,738",245,77.2,"1,677","44,839,626","58,077,864","34,632",
BME-PER,2024,12,"24,960",244,69.8,"1,677","41,857,920","59,934,303","35,739",
BME-PER,2025,1,"22,937",231,68.9,"1,677","38,465,349","55,823,976","33,288",
BME-PER,2025,2,"18,537",228,56.9,"1,677","31,086,549","54,661,815","32,595",
BME-PER,2025,3,"24,378",254,66.3,"1,677","40,881,906","61,653,228","36,764",
BME-PER,2025,4,"31,752",271,75.4,"1,677","53,248,104","70,636,917","42,121",
BME-PER,2025,5,"34,578",282,77.5,"1,677","57,987,306","74,862,957","44,641",
BME-PER,2025,6,"36,042",275,83,"1,677","60,442,434","72,788,508","43,404",
BME-PER,2025,7,"40,368",294,86.6,"1,677","67,697,136","78,178,386","46,618",
BME-PER,2025,8,"39,024",281,85.2,"1,677","65,443,248","76,845,171","45,823",
BME-PER,2025,9,"37,491",274,85.4,"1,677","62,872,407","73,632,039","43,907",
BME-PER,2025,10,"36,651",283,80.9,"1,677","61,463,727","75,971,454","45,302",
BME-PER,2025,11,"26,722",251,67.6,"1,677","44,812,794","66,313,611","39,543",
BME-PER,2025,12,"25,805",243,68.9,"1,677","43,274,985","62,798,619","37,447",
BME-PER,2014,7,"51,628",537,76.2,956,"49,356,368","64,807,240","67,790",
BNE-CBR,2014,8,"49,987",535,75,956,"47,787,572","63,741,300","66,675", 
BNE-CBR,2014,9,"49,753",526,76,956,"47,563,868","62,618,956","65,501", 
BNE-CBR,2014,10,"50,294",531,76.7,956,"48,081,064","62,658,152","65,542", 
BNE-CBR,2014,11,"44,738",498,74.2,956,"42,769,528","57,612,384","60,264", 
BNE-CBR,2014,12,"48,458",521,75.3,956,"46,325,848","61,503,304","64,334", 
BNE-CBR,2015,1,"41,307",506,64.6,956,"39,489,492","61,156,276","63,971",
BNE-CBR,2015,2,"35,707",480,62.7,956,"34,135,892","54,451,848","56,958", 
BNE-CBR,2015,3,"45,507",523,71.6,956,"43,504,692","60,763,360","63,560", 
BNE-CBR,2015,4,"47,339",496,78,956,"45,256,084","58,048,320","60,720", 
BNE-CBR,2015,5,"44,990",501,73.8,956,"43,010,440","58,318,868","61,003", 
BNE-CBR,2015,6,"46,126",490,75.5,956,"44,096,456","58,377,184","61,064",
BNE-CBR,2015,7,"52,072",507,80.7,956,"49,780,832","61,665,824","64,504",
BNE-CBR,2015,8,"49,920",504,77.8,956,"47,723,520","61,326,444","64,149",
BNE-CBR,2015,9,"50,768",499,77.5,956,"48,534,208","62,639,988","65,523",
BNE-CBR,2015,10,"50,157",507,79.3,956,"47,950,092","60,439,276","63,221",
BNE-CBR,2015,11,"47,011",488,74.9,956,"44,942,516","60,038,712","62,802",
BNE-CBR,2015,12,"47,331",485,75.5,956,"45,248,436","59,903,916","62,661",
BNE-CBR,2016,1,"40,532",466,67.7,956,"38,748,592","57,262,488","59,898",
BNE-CBR,2016,2,"39,457",472,64.1,956,"37,720,892","58,889,600","61,600",
BNE-CBR,2016,3,"45,735",497,70.5,956,"43,722,660","62,029,104","64,884",
BNE-CBR,2016,4,"46,097",486,69.9,956,"44,068,732","63,009,960","65,910",
BNE-CBR,2016,5,"46,154",512,68.8,956,"44,123,224","64,094,064","67,044",
BNE-CBR,2016,6,"46,799",462,75.3,956,"44,739,844","59,397,236","62,131",
BNE-CBR,2016,7,"53,434",501,79.3,956,"51,082,904","64,385,644","67,349",
BNE-CBR,2016,8,"53,639",525,77.3,956,"51,278,884","66,349,268","69,403",
BNE-CBR,2016,9,"51,972",504,77.1,956,"49,685,232","64,429,620","67,395",
BNE-CBR,2016,10,"52,024",510,77.8,956,"49,734,944","63,899,996","66,841",
BNE-CBR,2016,11,"49,084",497,70.9,956,"46,924,304","66,184,836","69,231",
BNE-CBR,2016,12,"51,206",493,70.2,956,"48,952,936","69,745,936","72,956",
BNE-CBR,2017,1,"43,661",491,63.1,956,"41,739,916","66,120,784","69,164",
BNE-CBR,2017,2,"39,597",462,56.8,956,"37,854,732","66,695,340","69,765",
BNE-CBR,2017,3,"48,512",508,67.6,956,"46,377,472","68,578,660","71,735",
BNE-CBR,2017,4,"46,836",488,71.8,956,"44,775,216","62,320,684","65,189",
BNE-CBR,2017,5,"47,121",522,65.9,956,"45,047,676","68,387,460","71,535",
BNE-CBR,2017,6,"48,386",503,70.5,956,"46,257,016","65,600,720","68,620",
BNE-CBR,2017,7,"54,165",519,76.4,956,"51,781,740","67,804,300","70,925",
BNE-CBR,2017,8,"51,483",525,71.6,956,"49,217,748","68,730,664","71,894",
BNE-CBR,2017,9,"55,155",520,76.7,956,"52,728,180","68,765,080","71,930",
BNE-CBR,2017,10,"54,373",527,74.1,956,"51,980,588","70,132,160","73,360",
BNE-CBR,2017,11,"51,936",511,72,956,"49,650,816","68,961,060","72,135",
BNE-CBR,2017,12,"53,033",507,75.4,956,"50,699,548","67,250,776","70,346",
BNE-CBR,2018,1,"47,394",526,65.6,956,"45,308,664","69,069,088","72,248",
BNE-CBR,2018,2,"43,345",472,65.6,956,"41,437,820","63,182,040","66,090",
BNE-CBR,2018,3,"52,466",538,69.8,956,"50,157,496","71,808,028","75,113",
BNE-CBR,2018,4,"52,477",523,73.7,956,"50,168,012","68,058,596","71,191",
BNE-CBR,2018,5,"52,124",555,68.5,956,"49,830,544","72,725,788","76,073",
BNE-CBR,2018,6,"50,571",513,71.2,956,"48,345,876","67,896,076","71,021",
BNE-CBR,2018,7,"61,570",553,81.3,956,"58,860,920","72,393,100","75,725",
BNE-CBR,2018,8,"58,175",555,76.4,956,"55,615,300","72,748,732","76,097",
