Route,Year,Month,Revenue_Passengers,Aircraft_Trips,Rev Pax,Distance,RPKs,ASKs,Seats,
PER-ZNE,2018,11,"26,859",334,59.5,"1,019","27,369,321","45,978,299","45,121",
PER-ZNE,2018,12,"22,293",310,52.7,"1,019","22,716,567","43,083,320","42,280",
PER-ZNE,2019,1,"25,658",343,54.3,"1,019","26,145,502","48,131,446","47,234",
PER-ZNE,2019,2,"25,862",319,62.2,"1,019","26,353,378","42,363,906","41,574",
PER-ZNE,2019,3,"27,027",338,61.5,"1,019","27,540,513","44,756,518","43,922",
PER-ZNE,2019,4,"29,296",364,57.9,"1,019","29,852,624","51,533,887","50,573",
PER-ZNE,2019,5,"30,527",379,57.8,"1,019","31,107,013","53,808,295","52,805",
PER-ZNE,2019,6,"27,533",338,58.9,"1,019","28,056,127","47,638,250","46,750",
PER-ZNE,2019,7,"31,563",378,58.5,"1,019","32,162,697","54,967,917","53,943",
PER-ZNE,2019,8,"30,199",361,59.3,"1,019","30,772,781","51,908,879","50,941",
PER-ZNE,2019,9,"29,139",349,60.6,"1,019","29,692,641","49,020,014","48,106",
PER-ZNE,2019,10,"32,714",386,60.5,"1,019","33,335,566","55,068,798","54,042",
PER-ZNE,2019,11,"30,540",336,64.3,"1,019","31,120,260","48,396,386","47,494",
PER-ZNE,2019,12,"27,432",332,56.8,"1,019","27,953,208","49,244,194","48,326",
PER-ZNE,2020,1,"26,738",340,54.6,"1,019","27,246,022","49,888,202","48,958",
PER-ZNE,2020,2,"29,022",334,59,"1,019","29,573,418","50,132,762","49,198",
PER-ZNE,2020,3,"19,476",266,48.7,"1,019","19,846,044","40,757,962","39,998",
PER-ZNE,2020,4,"3,946",102,29.3,"1,019","4,020,974","13,741,215","13,485",
PER-ZNE,2020,5,"2,871",42,55.7,"1,019","2,925,549","5,251,926","5,154",
PER-ZNE,2020,6,"4,195",56,51.8,"1,019","4,274,705","8,249,824","8,096",
PER-ZNE,2020,7,"6,549",82,53.5,"1,019","6,673,431","12,472,560","12,240",
PER-ZNE,2020,8,"6,023",68,55.1,"1,019","6,137,437","11,135,632","10,928",
PER-ZNE,2020,9,"10,796",138,49.4,"1,019","11,001,124","22,254,960","21,840",
PER-ZNE,2020,10,"12,747",173,47.4,"1,019","12,989,193","27,421,290","26,910",
PER-ZNE,2020,11,"19,991",276,45.4,"1,019","20,370,829","44,900,197","44,063",
PER-ZNE,2020,12,"24,418",353,42.6,"1,019","24,881,942","58,447,802","57,358",
PER-ZNE,2021,1,"24,005",332,44.5,"1,019","24,461,095","54,940,404","53,916",
PER-ZNE,2021,2,"18,971",290,39.8,"1,019","19,331,449","48,628,718","47,722",
PER-ZNE,2021,3,"30,812",377,49,"1,019","31,397,428","64,062,492","62,868",
PER-ZNE,2021,4,"26,293",337,46.9,"1,019","26,792,567","57,343,206","56,274",
PER-ZNE,2021,5,"26,942",333,49.9,"1,019","27,453,898","55,896,226","54,854",
PER-ZNE,2021,6,"26,455",345,46.2,"1,019","26,957,645","58,362,206","57,274",
PER-ZNE,2021,7,"25,024",334,45.9,"1,019","25,499,456","55,543,652","54,508",
PER-ZNE,2021,8,"29,019",350,50.1,"1,019","29,570,361","59,044,936","57,944",
PER-ZNE,2021,9,"28,060",355,48.3,"1,019","28,593,140","59,258,926","58,154",
PER-ZNE,2021,10,"27,450",341,49.4,"1,019","27,971,550","56,666,590","55,610",
PER-ZNE,2021,11,"30,254",346,53.4,"1,019","30,828,826","57,716,160","56,640",
PER-ZNE,2021,12,"24,803",331,46.3,"1,019","25,274,257","54,576,621","53,559",
PER-ZNE,2022,1,"23,814",324,46.4,"1,019","24,266,466","52,276,738","51,302",
PER-ZNE,2022,2,"24,493",326,46.8,"1,019","24,958,367","53,326,308","52,332",
PER-ZNE,2022,3,"28,387",369,48,"1,019","28,926,353","60,303,401","59,179",
PER-ZNE,2022,4,"24,879",301,52.1,"1,019","25,351,701","48,675,592","47,768",
PER-ZNE,2022,5,"29,393",333,55.2,"1,019","29,951,467","54,252,579","53,241",
PER-ZNE,2022,6,"30,065",336,57.4,"1,019","30,636,235","53,399,676","52,404",
PER-ZNE,2022,7,"27,647",303,59.5,"1,019","28,172,293","47,342,740","46,460",
PER-ZNE,2022,8,"32,127",337,59.4,"1,019","32,737,413","55,068,798","54,042",
PER-ZNE,2022,9,"31,673",328,61.7,"1,019","32,274,787","52,325,650","51,350",
PER-ZNE,2022,10,"30,459",328,59.9,"1,019","31,037,721","51,824,302","50,858",
PER-ZNE,2022,11,"32,918",325,65.9,"1,019","33,543,442","50,873,575","49,925",
PER-ZNE,2022,12,"25,939",302,57,"1,019","26,431,841","46,411,374","45,546",
PER-ZNE,2023,1,"29,231",321,59,"1,019","29,786,389","50,508,773","49,567",
PER-ZNE,2023,2,"28,506",303,60.5,"1,019","29,047,614","48,006,109","47,111",
PER-ZNE,2023,3,"32,060",340,61.3,"1,019","32,669,140","53,321,213","52,327",
PER-ZNE,2023,4,"29,840",308,61.1,"1,019","30,406,960","49,774,074","48,846",
PER-ZNE,2023,5,"34,323",356,60.3,"1,019","34,975,137","58,010,651","56,929",
PER-ZNE,2023,6,"29,996",328,57.8,"1,019","30,565,924","52,926,860","51,940",
PER-ZNE,2023,7,"29,667",323,58.8,"1,019","30,230,673","51,436,063","50,477",
PER-ZNE,2023,8,"35,811",361,62.1,"1,019","36,491,409","58,762,673","57,667",
PER-ZNE,2023,9,"31,224",331,58.3,"1,019","31,817,256","54,593,944","53,576",
PER-ZNE,2023,10,"31,909",351,57,"1,019","32,515,271","57,043,620","55,980",
PER-ZNE,2023,11,"32,778",341,59,"1,019","33,400,782","56,625,830","55,570",
PER-ZNE,2023,12,"25,808",307,51.9,"1,019","26,298,352","50,668,756","49,724",
PER-ZNE,2024,1,"28,024",336,51.3,"1,019","28,556,456","55,641,476","54,604",
PER-ZNE,2024,2,"27,721",294,59,"1,019","28,247,699","47,913,380","47,020",
PER-ZNE,2024,3,"29,674",321,56,"1,019","30,237,806","54,027,380","53,020",
PER-ZNE,2024,4,"33,987",344,61.1,"1,019","34,632,753","56,691,046","55,634",
PER-ZNE,2024,5,"33,906",355,59.7,"1,019","34,550,214","57,879,200","56,800",
PER-ZNE,2024,6,"31,134",324,60.1,"1,019","31,725,546","52,763,820","51,780",
PER-ZNE,2024,7,"38,121",367,65.2,"1,019","38,845,299","59,561,569","58,451",
PER-ZNE,2024,8,"35,161",345,63.9,"1,019","35,829,059","56,049,076","55,004",
PER-ZNE,2024,9,"33,291",335,62.2,"1,019","33,923,529","54,511,405","53,495",
PER-ZNE,2024,10,"39,531",363,67.5,"1,019","40,282,089","59,656,336","58,544",
PER-ZNE,2024,11,"35,377",332,65.7,"1,019","36,049,163","54,830,352","53,808",
PER-ZNE,2024,12,"30,819",336,56.3,"1,019","31,404,561","55,759,680","54,720",
PER-ZNE,2025,1,"34,355",354,59.7,"1,019","35,007,745","58,631,222","57,538",
PER-ZNE,2025,2,"33,067",316,63.7,"1,019","33,695,273","52,877,948","51,892",
PER-ZNE,2025,3,"37,253",337,66.6,"1,019","37,960,807","57,002,860","55,940",
PER-ZNE,2025,4,"38,026",367,61.9,"1,019","38,748,494","62,649,139","61,481",
PER-ZNE,2025,5,"37,480",355,62.5,"1,019","38,192,120","61,093,126","59,954",
PER-ZNE,2025,6,"36,618",351,62.1,"1,019","37,313,742","60,057,822","58,938",
PER-ZNE,2025,7,"40,374",387,63.2,"1,019","41,141,106","65,126,328","63,912",
PER-ZNE,2025,8,"35,971",348,62.4,"1,019","36,654,449","58,785,091","57,689",
PER-ZNE,2025,9,"39,434",373,62.9,"1,019","40,183,246","63,836,274","62,646",
PER-ZNE,2025,10,"40,158",378,63.9,"1,019","40,921,002","64,074,720","62,880",
PER-ZNE,2025,11,"36,816",348,63.9,"1,019","37,515,504","58,749,426","57,654",
PER-ZNE,2025,12,"33,532",354,57,"1,019","34,169,108","59,974,264","58,856",
PER-ZNE,2017,9,"10,938",78,77.9,"1,517","16,592,946","21,298,680","14,040",
PPP-SYD,2017,10,"11,828",80,82.1,"1,517","17,943,076","21,844,800","14,400",
PPP-SYD,2017,11,"12,199",86,78.8,"1,517","18,505,883","23,483,160","15,480",
PPP-SYD,2017,12,"12,449",80,86.4,"1,517","18,885,133","21,863,004","14,412",
PPP-SYD,2018,1,"12,477",78,88.8,"1,517","18,927,609","21,316,884","14,052",
PPP-SYD,2018,2,"10,840",72,83.6,"1,517","16,444,280","19,660,320","12,960",
PPP-SYD,2018,3,"11,830",84,78.2,"1,517","17,946,110","22,937,040","15,120",
PPP-SYD,2018,4,"10,866",76,79.4,"1,517","16,483,722","20,752,560","13,680",
PPP-SYD,2018,5,"9,573",72,73.5,"1,517","14,522,241","19,751,340","13,020",
PPP-SYD,2018,6,"9,873",78,70.1,"1,517","14,977,341","21,353,292","14,076",
PPP-SYD,2018,7,"12,304",80,85.1,"1,517","18,665,168","21,935,820","14,460",
PPP-SYD,2018,8,"11,944",76,86.9,"1,517","18,119,048","20,843,580","13,740",
PPP-SYD,2018,9,"12,242",80,84.4,"1,517","18,571,114","22,008,636","14,508",
PPP-SYD,2018,10,"12,823",82,86.5,"1,517","19,452,491","22,481,940","14,820",
PPP-SYD,2018,11,"9,736",60,89.2,"1,517","14,769,512","16,565,640","10,920",
PPP-SYD,2018,12,"9,390",63,82,"1,517","14,244,630","17,366,616","11,448",
PPP-SYD,2019,1,"10,653",69,85.3,"1,517","16,160,601","18,950,364","12,492",
PPP-SYD,2019,2,"7,468",52,79.3,"1,517","11,328,956","14,290,140","9,420",
PPP-SYD,2019,3,"8,183",60,74.9,"1,517","12,413,611","16,565,640","10,920",
PPP-SYD,2019,4,"9,541",64,82.1,"1,517","14,473,697","17,621,472","11,616",
PPP-SYD,2019,5,"9,069",70,71.2,"1,517","13,757,673","19,314,444","12,732",
PPP-SYD,2019,6,"8,486",65,71.9,"1,517","12,873,262","17,903,634","11,802",
PPP-SYD,2019,7,"9,976",66,83.2,"1,517","15,133,592","18,185,796","11,988",
PPP-SYD,2019,8,"9,563",62,85,"1,517","14,507,071","17,075,352","11,256",
PPP-SYD,2019,9,"9,697",63,84.8,"1,517","14,710,349","17,339,310","11,430",
PPP-SYD,2019,10,"11,398",70,89.4,"1,517","17,290,766","19,332,648","12,744",
PPP-SYD,2019,11,"9,812",60,89.9,"1,517","14,884,804","16,565,640","10,920",
PPP-SYD,2019,12,"9,407",61,84.6,"1,517","14,270,419","16,866,006","11,118",
PPP-SYD,2020,1,"10,090",64,86.6,"1,517","15,306,530","17,676,084","11,652",
PPP-SYD,2014,7,"14,936",399,66.5,321,"4,794,456","7,212,870","22,470",
PQQ-SYD,2014,8,"15,500",390,69.7,321,"4,975,500","7,136,151","22,231", 
PQQ-SYD,2014,9,"15,265",390,68.8,321,"4,900,065","7,126,842","22,202", 
PQQ-SYD,2014,10,"17,143",406,73.9,321,"5,502,903","7,447,200","23,200", 
PQQ-SYD,2014,11,"16,198",375,73.7,321,"5,199,558","7,052,691","21,971", 
PQQ-SYD,2014,12,"17,060",398,72.4,321,"5,476,260","7,566,612","23,572", 
PQQ-SYD,2015,1,"14,996",371,64.6,321,"4,813,716","7,453,620","23,220",
PQQ-SYD,2015,2,"12,957",360,62.8,321,"4,159,197","6,628,008","20,648", 
PQQ-SYD,2015,3,"16,152",395,70.2,321,"5,184,792","7,390,704","23,024", 
PQQ-SYD,2015,4,"15,156",380,69.8,321,"4,865,076","6,969,552","21,712", 
PQQ-SYD,2015,5,"15,407",394,67.9,321,"4,945,647","7,283,490","22,690", 
PQQ-SYD,2015,6,"14,673",384,67.7,321,"4,710,033","6,960,243","21,683",
PQQ-SYD,2015,7,"14,474",396,64.3,321,"4,646,154","7,226,994","22,514",
PQQ-SYD,2015,8,"15,244",387,68.2,321,"4,893,324","7,178,202","22,362",
PQQ-SYD,2015,9,"15,676",381,72.3,321,"5,031,996","6,960,885","21,685",
PQQ-SYD,2015,10,"16,671",400,72,321,"5,351,391","7,433,397","23,157",
PQQ-SYD,2015,11,"16,377",379,74.4,321,"5,257,017","7,066,815","22,015",
PQQ-SYD,2015,12,"17,496",396,75.8,321,"5,616,216","7,407,717","23,077",
PQQ-SYD,2016,1,"14,876",369,66,321,"4,775,196","7,232,772","22,532",
PQQ-SYD,2016,2,"14,615",372,66.8,321,"4,691,415","7,022,838","21,878",
PQQ-SYD,2016,3,"16,902",398,72.6,321,"5,425,542","7,469,028","23,268",
PQQ-SYD,2016,4,"16,421",384,72.9,321,"5,271,141","7,233,414","22,534",
PQQ-SYD,2016,5,"16,811",398,73.1,321,"5,396,331","7,384,284","23,004",
PQQ-SYD,2016,6,"15,141",378,70.2,321,"4,860,261","6,925,254","21,574",
PQQ-SYD,2016,7,"15,386",389,69.4,321,"4,938,906","7,121,064","22,184",
PQQ-SYD,2016,8,"15,420",394,68.6,321,"4,949,820","7,212,228","22,468",
PQQ-SYD,2016,9,"16,837",382,78.6,321,"5,404,677","6,874,857","21,417",
PQQ-SYD,2016,10,"17,045",387,76.8,321,"5,471,445","7,123,632","22,192",
PQQ-SYD,2016,11,"16,742",381,77.5,321,"5,374,182","6,930,069","21,589",
PQQ-SYD,2016,12,"17,189",375,74.6,321,"5,517,669","7,399,692","23,052",
PQQ-SYD,2017,1,"14,881",373,64.8,321,"4,776,801","7,367,271","22,951",
PQQ-SYD,2017,2,"14,379",343,73.8,321,"4,615,659","6,252,117","19,477",
PQQ-SYD,2017,3,"16,660",383,76,321,"5,347,860","7,038,246","21,926",
PQQ-SYD,2017,4,"15,472",366,71.5,321,"4,966,512","6,943,230","21,630",
PQQ-SYD,2017,5,"17,082",394,72.4,321,"5,483,322","7,568,859","23,579",
PQQ-SYD,2017,6,"15,767",365,73.6,321,"5,061,207","6,880,635","21,435",
PQQ-SYD,2017,7,"16,337",371,76.4,321,"5,244,177","6,865,227","21,387",
PQQ-SYD,2017,8,"15,838",376,73.3,321,"5,083,998","6,931,353","21,593",
PQQ-SYD,2017,9,"15,879",343,79.9,321,"5,097,159","6,375,702","19,862",
PQQ-SYD,2017,10,"16,692",369,79.3,321,"5,358,132","6,759,297","21,057",
PQQ-SYD,2017,11,"16,555",346,83,321,"5,314,155","6,400,740","19,940",
PQQ-SYD,2017,12,"16,781",347,78.6,321,"5,386,701","6,853,350","21,350",
PQQ-SYD,2018,1,"14,959",348,73.3,321,"4,801,839","6,547,758","20,398",
PQQ-SYD,2018,2,"13,989",307,78.9,321,"4,490,469","5,688,762","17,722",
PQQ-SYD,2018,3,"16,353",328,82.5,321,"5,249,313","6,362,862","19,822",
PQQ-SYD,2018,4,"15,314",299,78.2,321,"4,915,794","6,282,291","19,571",
PQQ-SYD,2018,5,"16,257",330,75.2,321,"5,218,497","6,942,909","21,629",
PQQ-SYD,2018,6,"14,810",296,78.2,321,"4,754,010","6,075,567","18,927",
PQQ-SYD,2018,7,"15,627",320,75.5,321,"5,016,267","6,645,021","20,701",
PQQ-SYD,2018,8,"15,516",307,78.7,321,"4,980,636","6,329,799","19,719",
PQQ-SYD,2018,9,"15,522",306,79.2,321,"4,982,562","6,289,032","19,592",
PQQ-SYD,2018,10,"16,427",317,80.6,321,"5,273,067","6,545,511","20,391",
PQQ-SYD,2018,11,"16,155",301,80.5,321,"5,185,755","6,441,507","20,067",
PQQ-SYD,2018,12,"15,938",319,73.9,321,"5,116,098","6,923,007","21,567",
PQQ-SYD,2019,1,"14,342",307,70.1,321,"4,603,782","6,571,191","20,471",
PQQ-SYD,2019,2,"14,175",300,70.7,321,"4,550,175","6,436,371","20,051",
PQQ-SYD,2019,3,"16,343",332,73.8,321,"5,246,103","7,113,039","22,159",
PQQ-SYD,2019,4,"15,445",318,70.8,321,"4,957,845","7,004,541","21,821",
PQQ-SYD,2019,5,"16,872",351,71.6,321,"5,415,912","7,567,575","23,575",
PQQ-SYD,2019,6,"15,154",320,72.6,321,"4,864,434","6,699,912","20,872",
PQQ-SYD,2019,7,"16,033",354,68,321,"5,146,593","7,572,390","23,590",
PQQ-SYD,2019,8,"16,200",348,72.2,321,"5,200,200","7,200,993","22,433",
PQQ-SYD,2019,9,"16,172",356,70.8,321,"5,191,212","7,334,208","22,848",
PQQ-SYD,2019,10,"17,729",365,75.5,321,"5,691,009","7,534,191","23,471",
PQQ-SYD,2019,11,"15,960",315,78,321,"5,123,160","6,564,129","20,449",
PQQ-SYD,2019,12,"16,440",328,77.1,321,"5,277,240","6,846,930","21,330",
PQQ-SYD,2020,1,"14,785",299,76.8,321,"4,745,985","6,176,040","19,240",
PQQ-SYD,2020,2,"13,978",296,74.3,321,"4,486,938","6,036,084","18,804",
PQQ-SYD,2020,3,"10,334",317,58.2,321,"3,317,214","5,695,824","17,744",
PQQ-SYD,2021,4,"9,463",406,45.2,321,"3,037,623","6,726,876","20,956",
PQQ-SYD,2021,5,"9,937",418,46.4,321,"3,189,777","6,867,153","21,393",
PQQ-SYD,2021,6,"8,100",391,41.3,321,"2,600,100","6,294,810","19,610",
PQQ-SYD,2021,12,"8,812",370,48.1,321,"2,828,652","5,885,856","18,336",
PQQ-SYD,2022,4,"11,976",390,61,321,"3,844,296","6,303,798","19,638",
PQQ-SYD,2022,5,"12,626",412,61.9,321,"4,052,946","6,545,511","20,391",
PQQ-SYD,2022,6,"12,379",402,62.3,321,"3,973,659","6,379,875","19,875",
PQQ-SYD,2022,7,"12,945",461,57.2,321,"4,155,345","7,270,329","22,649",
PQQ-SYD,2022,8,"12,623",416,56.8,321,"4,051,983","7,140,003","22,243",
PQQ-SYD,2022,9,"13,826",390,66.6,321,"4,438,146","6,667,170","20,770",
PQQ-SYD,2022,10,"14,425",393,67.8,321,"4,630,425","6,826,707","21,267",
PQQ-SYD,2022,11,"14,337",412,64.5,321,"4,602,177","7,140,003","22,243",
PQQ-SYD,2022,12,"13,620",393,61.9,321,"4,372,020","7,065,531","22,011",
PQQ-SYD,2023,1,"10,995",362,52.4,321,"3,529,395","6,731,691","20,971",
PQQ-SYD,2023,2,"12,042",378,58.7,321,"3,865,482","6,584,994","20,514",
PQQ-SYD,2023,3,"15,252",435,64.3,321,"4,895,892","7,614,762","23,722",
PQQ-SYD,2023,4,"13,170",376,62.1,321,"4,227,570","6,803,916","21,196",
PQQ-SYD,2023,5,"15,105",406,67.8,321,"4,848,705","7,150,275","22,275",
PQQ-SYD,2023,6,"13,314",381,62.2,321,"4,273,794","6,866,832","21,392",
PQQ-SYD,2023,7,"13,752",381,62.5,321,"4,414,392","7,067,778","22,018",
PQQ-SYD,2023,8,"14,389",381,66.2,321,"4,618,869","6,974,367","21,727",
PQQ-SYD,2023,9,"14,335",361,69.5,321,"4,601,535","6,619,020","20,620",
PQQ-SYD,2023,10,"14,742",375,68.7,321,"4,732,182","6,888,981","21,461",
PQQ-SYD,2023,11,"15,399",375,71.6,321,"4,943,079","6,904,068","21,508",
PQQ-SYD,2023,12,"14,033",352,68.5,321,"4,504,593","6,574,080","20,480",
PQQ-SYD,2024,1,"11,540",321,60.9,321,"3,704,340","6,084,876","18,956",
PQQ-SYD,2024,2,"12,677",338,65.9,321,"4,069,317","6,173,151","19,231",
PQQ-SYD,2024,3,"14,810",376,68.7,321,"4,754,010","6,916,266","21,546",
PQQ-SYD,2024,4,"13,411",324,67.5,321,"4,304,931","6,376,344","19,864",
PQQ-SYD,2024,5,"15,000",340,72.1,321,"4,815,000","6,677,121","20,801",
PQQ-SYD,2024,6,"13,346",311,70.1,321,"4,284,066","6,111,198","19,038",
PQQ-SYD,2024,7,"13,498",324,67.8,321,"4,332,858","6,390,468","19,908",
PQQ-SYD,2024,8,"14,093",329,69.8,321,"4,523,853","6,478,422","20,182",
PQQ-SYD,2024,9,"13,320",305,72.1,321,"4,275,720","5,933,685","18,485",
PQQ-SYD,2024,10,"14,658",345,70.7,321,"4,705,218","6,654,330","20,730",
PQQ-SYD,2024,11,"14,765",361,71.6,321,"4,739,565","6,619,662","20,622",
PQQ-SYD,2024,12,"14,659",348,71.5,321,"4,705,539","6,578,895","20,495",
PQQ-SYD,2025,1,"12,353",269,71.7,321,"3,965,313","5,530,188","17,228",
PQQ-SYD,2025,2,"12,377",272,75.2,321,"3,973,017","5,281,734","16,454",
PQQ-SYD,2025,3,"14,302",320,74.1,321,"4,590,942","6,195,942","19,302",
PQQ-SYD,2025,4,"13,394",322,73.8,321,"4,299,474","5,823,261","18,141",
PQQ-SYD,2025,5,"12,874",309,74.6,321,"4,132,554","5,535,966","17,246",
PQQ-SYD,2025,6,"14,073",331,75.6,321,"4,517,433","5,972,526","18,606",
PQQ-SYD,2025,7,"13,498",346,70.3,321,"4,332,858","6,163,521","19,201",
PQQ-SYD,2025,8,"13,833",340,72.2,321,"4,440,393","6,147,792","19,152",
PQQ-SYD,2025,9,"13,839",336,72.8,321,"4,442,319","6,102,852","19,012",
PQQ-SYD,2025,10,"15,064",351,74.7,321,"4,835,544","6,470,718","20,158",
PQQ-SYD,2025,11,"15,380",362,73.3,321,"4,936,980","6,738,432","20,992",
PQQ-SYD,2025,12,"15,608",357,74.1,321,"5,010,168","6,757,371","21,051",
PQQ-SYD,2014,7,"27,904",267,73.1,612,"17,077,248","23,372,280","38,190",
QNA-SYD,2014,8,"23,877",240,73.7,612,"14,612,724","19,833,084","32,407", 
QNA-SYD,2014,9,"29,099",267,76.6,612,"17,808,588","23,249,880","37,990", 
QNA-SYD,2014,10,"28,475",261,80.5,612,"17,426,700","21,637,872","35,356", 
QNA-SYD,2014,11,"26,277",230,82.4,612,"16,081,524","19,527,696","31,908", 
QNA-SYD,2014,12,"29,521",256,76.4,612,"18,066,852","23,656,248","38,654", 
QNA-SYD,2015,1,"35,348",265,81.8,612,"21,632,976","26,435,952","43,196",
QNA-SYD,2015,2,"24,767",204,85.4,612,"15,157,404","17,744,328","28,994", 
QNA-SYD,2015,3,"28,383",241,85.3,612,"17,370,396","20,358,792","33,266", 
QNA-SYD,2015,4,"31,977",265,80.9,612,"19,569,924","24,198,480","39,540", 
QNA-SYD,2015,5,"26,095",237,79,612,"15,970,140","20,207,016","33,018", 
QNA-SYD,2015,6,"26,304",244,77.1,612,"16,098,048","20,869,200","34,100",
QNA-SYD,2015,7,"30,153",271,78.1,612,"18,453,636","23,637,276","38,623",
QNA-SYD,2015,8,"28,033",252,78.6,612,"17,156,196","21,833,712","35,676",
QNA-SYD,2015,9,"31,978",276,79.3,612,"19,570,536","24,681,960","40,330",
QNA-SYD,2015,10,"33,510",270,85.3,612,"20,508,120","24,049,764","39,297",
QNA-SYD,2015,11,"27,677",229,88.2,612,"16,938,324","19,210,680","31,390",
QNA-SYD,2015,12,"34,219",266,81.7,612,"20,942,028","25,642,800","41,900",
QNA-SYD,2016,1,"36,825",260,86.2,612,"22,536,900","26,145,864","42,722",
QNA-SYD,2016,2,"28,519",239,85.1,612,"17,453,628","20,508,120","33,510",
QNA-SYD,2016,3,"32,789",277,82,612,"20,066,868","24,469,596","39,983",
QNA-SYD,2016,4,"31,761",249,86.9,612,"19,437,732","22,358,808","36,534",
QNA-SYD,2016,5,"28,358",251,79.3,612,"17,355,096","21,882,672","35,756",
QNA-SYD,2016,6,"26,552",254,72.7,612,"16,249,824","22,346,568","36,514",
QNA-SYD,2016,7,"33,784",285,79.5,612,"20,675,808","26,023,464","42,522",
QNA-SYD,2016,8,"27,402",259,73.5,612,"16,770,024","22,823,928","37,294",
QNA-SYD,2016,9,"33,949",285,80,612,"20,776,788","25,976,340","42,445",
QNA-SYD,2016,10,"36,706",284,85.2,612,"22,464,072","26,373,528","43,094",
QNA-SYD,2016,11,"30,212",241,87.5,612,"18,489,744","21,120,732","34,511",
QNA-SYD,2016,12,"38,348",311,82.1,612,"23,468,976","28,586,520","46,710",
QNA-SYD,2017,1,"38,045",304,82.5,612,"23,283,540","28,214,424","46,102",
QNA-SYD,2017,2,"28,973",240,79.6,612,"17,731,476","22,271,904","36,392",
QNA-SYD,2017,3,"32,537",273,79.9,612,"19,912,644","24,916,968","40,714",
QNA-SYD,2017,4,"37,710",301,83,612,"23,078,520","27,805,608","45,434",
QNA-SYD,2017,5,"28,485",255,77.1,612,"17,432,820","22,606,056","36,938",
QNA-SYD,2017,6,"27,737",251,75.1,612,"16,975,044","22,608,504","36,942",
QNA-SYD,2017,7,"33,547",286,76.9,612,"20,530,764","26,705,232","43,636",
QNA-SYD,2017,8,"28,216",257,73.9,612,"17,268,192","23,379,624","38,202",
QNA-SYD,2017,9,"36,012",287,81.9,612,"22,039,344","26,912,088","43,974",
QNA-SYD,2017,10,"39,132",304,83.8,612,"23,948,784","28,565,712","46,676",
QNA-SYD,2017,11,"32,419",242,90.2,612,"19,840,428","21,992,832","35,936",
QNA-SYD,2017,12,"41,130",304,84.2,612,"25,171,560","29,890,080","48,840",
QNA-SYD,2018,1,"45,891",307,85.7,612,"28,085,292","32,779,944","53,562",
QNA-SYD,2018,2,"33,143",258,82.7,612,"20,283,516","24,524,064","40,072",
QNA-SYD,2018,3,"35,722",283,82.3,612,"21,861,864","26,554,680","43,390",
QNA-SYD,2018,4,"38,537",285,85,612,"23,584,644","27,749,304","45,342",
QNA-SYD,2018,5,"31,420",256,83.4,612,"19,229,040","23,047,920","37,660",
QNA-SYD,2018,6,"29,743",248,79.8,612,"18,202,716","22,811,076","37,273",
QNA-SYD,2018,7,"37,484",300,80,612,"22,940,208","28,661,184","46,832",
QNA-SYD,2018,8,"33,562",281,78.6,612,"20,539,944","26,128,728","42,694",
QNA-SYD,2018,9,"35,650",280,82.4,612,"21,817,800","26,464,716","43,243",
QNA-SYD,2018,10,"40,424",303,86,612,"24,739,488","28,762,776","46,998",
QNA-SYD,2018,11,"32,648",243,90.7,612,"19,980,576","22,037,508","36,009",
QNA-SYD,2018,12,"41,732",303,84.1,612,"25,539,984","30,376,008","49,634",
QNA-SYD,2019,1,"45,817",304,85.7,612,"28,040,004","32,711,400","53,450",
QNA-SYD,2019,2,"30,394",233,85.5,612,"18,601,128","21,757,212","35,551",
QNA-SYD,2019,3,"35,714",268,86.6,612,"21,856,968","25,251,120","41,260",
QNA-SYD,2019,4,"39,240",305,81.2,612,"24,014,880","29,568,168","48,314",
QNA-SYD,2019,5,"30,515",256,79.8,612,"18,675,180","23,415,120","38,260",
QNA-SYD,2019,6,"29,405",247,78.5,612,"17,995,860","22,916,952","37,446",
QNA-SYD,2019,7,"37,647",299,81.1,612,"23,039,964","28,405,368","46,414",
QNA-SYD,2019,8,"33,058",265,81.2,612,"20,231,496","24,918,192","40,716",
QNA-SYD,2019,9,"35,867",278,84.3,612,"21,950,604","26,038,152","42,546",
QNA-SYD,2019,10,"39,668",288,89,612,"24,276,816","27,270,720","44,560",
QNA-SYD,2019,11,"34,762",257,88.5,612,"21,274,344","24,028,344","39,262",
QNA-SYD,2019,12,"41,190",292,85.3,612,"25,208,280","29,557,152","48,296",
QNA-SYD,2020,1,"46,982",311,84.9,612,"28,752,984","33,883,992","55,366",
QNA-SYD,2020,2,"32,604",248,83.8,612,"19,953,648","23,820,264","38,922",
QNA-SYD,2020,3,"22,563",218,67.7,612,"13,808,556","20,385,720","33,310",
QNA-SYD,2020,4,327,6,29.3,612,"200,124","682,992","1,116",
QNA-SYD,2020,5,"2,367",32,62.1,612,"1,448,604","2,334,168","3,814",
QNA-SYD,2020,6,"5,583",72,85.9,612,"3,416,796","3,979,836","6,503",
QNA-SYD,2020,7,"26,844",258,77.3,612,"16,428,528","21,239,460","34,705",
QNA-SYD,2020,8,"26,626",268,75.4,612,"16,295,112","21,612,168","35,314",
QNA-SYD,2020,9,"35,315",311,85.2,612,"21,612,780","25,380,864","41,472",
QNA-SYD,2020,10,"49,871",434,88.8,612,"30,521,052","34,386,444","56,187",
QNA-SYD,2020,11,"52,504",432,87.2,612,"32,132,448","36,854,028","60,219",
