Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2012,11,201211,Perth,Newman,Perth - Newman,734,1044.870588
2012,11,201211,Perth,Port Hedland,Perth - Port Hedland,558,794.3294118
2012,11,201211,Perth,Sydney,Perth - Sydney,427,607.8470588
2012,11,201211,Port Macquarie,Sydney,Port Macquarie - Sydney,184,261.9294118
2012,11,201211,Sydney,Tamworth,Sydney - Tamworth,204,290.4
2012,11,201211,Sydney,Townsville,Sydney - Townsville,260,370.1176471
2012,11,201211,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,324.7355294
2012,11,201211,Newcastle,Gold Coast,Newcastle - Gold Coast,208,296.0941176
2012,12,201212,Adelaide,Brisbane,Adelaide - Brisbane,458,651.9764706
2012,12,201212,Adelaide,Canberra,Adelaide - Canberra,495,704.6470588
2012,12,201212,Adelaide,Darwin,Adelaide - Darwin,578,822.8
2012,12,201212,Adelaide,Gold Coast,Adelaide - Gold Coast,438,623.5058824
2012,12,201212,Adelaide,Melbourne,Adelaide - Melbourne,218,310.3294118
2012,12,201212,Adelaide,Perth,Adelaide - Perth,548,780.0941176
2012,12,201212,Adelaide,Port Lincoln,Adelaide - Port Lincoln,224,318.8705882
2012,12,201212,Adelaide,Sydney,Adelaide - Sydney,398,566.5647059
2012,12,201212,Albury,Sydney,Albury - Sydney,397.89,566.4081176
2012,12,201212,Alice Springs,Darwin,Alice Springs - Darwin,644,916.7529412
2012,12,201212,Alice Springs,Melbourne,Alice Springs - Melbourne,704,1002.164706
2012,12,201212,Armidale,Sydney,Armidale - Sydney,417,593.6117647
2012,12,201212,Avalon,Brisbane,Avalon - Brisbane,478,680.4470588
2012,12,201212,Avalon,Sydney,Avalon - Sydney,208,296.0941176
2012,12,201212,Ayers Rock,Sydney,Ayers Rock - Sydney,638,908.2117647
2012,12,201212,Ballina,Sydney,Ballina - Sydney,188,267.6235294
2012,12,201212,Brisbane,Cairns,Brisbane - Cairns,328,466.9176471
2012,12,201212,Brisbane,Canberra,Brisbane - Canberra,338,481.1529412
2012,12,201212,Brisbane,Darwin,Brisbane - Darwin,418,595.0352941
2012,12,201212,Brisbane,Emerald,Brisbane - Emerald,369,525.2823529
2012,12,201212,Brisbane,Gladstone,Brisbane - Gladstone,212,301.7882353
2012,12,201212,Brisbane,Hamilton Island,Brisbane - Hamilton Island,528,751.6235294
2012,12,201212,Brisbane,Mackay,Brisbane - Mackay,178,253.3882353
2012,12,201212,Brisbane,Melbourne,Brisbane - Melbourne,309.9,441.1517647
2012,12,201212,Brisbane,Mount Isa,Brisbane - Mount Isa,578,822.8
2012,12,201212,Brisbane,Perth,Brisbane - Perth,488,694.6823529
2012,12,201212,Brisbane,Proserpine,Brisbane - Proserpine,348,495.3882353
2012,12,201212,Brisbane,Rockhampton,Brisbane - Rockhampton,176,250.5411765
2012,12,201212,Brisbane,Sydney,Brisbane - Sydney,209.9,298.7988235
2012,12,201212,Brisbane,Townsville,Brisbane - Townsville,228,324.5647059
2012,12,201212,Brisbane,Newcastle,Brisbane - Newcastle,168,239.1529412
2012,12,201212,Broome,Perth,Broome - Perth,594,845.5764706
2012,12,201212,Bundaberg,Brisbane,Bundaberg - Brisbane,517,735.9647059
2012,12,201212,Cairns,Gold Coast,Cairns - Gold Coast,268,381.5058824
2012,12,201212,Cairns,Melbourne,Cairns - Melbourne,418,595.0352941
2012,12,201212,Cairns,Sydney,Cairns - Sydney,498,708.9176471
2012,12,201212,Cairns,Townsville,Cairns - Townsville,198,281.8588235
2012,12,201212,Canberra,Melbourne,Canberra - Melbourne,258,367.2705882
2012,12,201212,Canberra,Sydney,Canberra - Sydney,210,298.9411765
2012,12,201212,Coffs Harbour,Sydney,Coffs Harbour - Sydney,359,511.0470588
2012,12,201212,Darwin,Melbourne,Darwin - Melbourne,413,587.9176471
2012,12,201212,Darwin,Perth,Darwin - Perth,524,745.9294118
2012,12,201212,Darwin,Sydney,Darwin - Sydney,368,523.8588235
2012,12,201212,Devonport,Melbourne,Devonport - Melbourne,522,743.0823529
2012,12,201212,Dubbo,Sydney,Dubbo - Sydney,311,442.7176471
2012,12,201212,Geraldton,Perth,Geraldton - Perth,375.07,533.9231765
2012,12,201212,Gold Coast,Sydney,Gold Coast - Sydney,109.9,156.4458824
2012,12,201212,Hamilton Island,Sydney,Hamilton Island - Sydney,508,723.1529412
2012,12,201212,Hobart,Melbourne,Hobart - Melbourne,148,210.6823529
2012,12,201212,Hobart,Sydney,Hobart - Sydney,248,353.0352941
2012,12,201212,Kalgoorlie,Perth,Kalgoorlie - Perth,358.03,509.6662353
2012,12,201212,Karratha,Perth,Karratha - Perth,518,737.3882353
2012,12,201212,Launceston,Melbourne,Launceston - Melbourne,198,281.8588235
2012,12,201212,Launceston,Sydney,Launceston - Sydney,278,395.7411765
2012,12,201212,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,468,666.2117647
2012,12,201212,Sunshine Coast,Sydney,Sunshine Coast - Sydney,278,395.7411765
2012,12,201212,Melbourne,Gold Coast,Melbourne - Gold Coast,474.9,676.0341176
2012,12,201212,Melbourne,Mildura,Melbourne - Mildura,232,330.2588235
2012,12,201212,Melbourne,Perth,Melbourne - Perth,508,723.1529412
2012,12,201212,Melbourne,Sydney,Melbourne - Sydney,199.95,284.6347059
2012,12,201212,Melbourne,Newcastle,Melbourne - Newcastle,178,253.3882353
2012,12,201212,Paraburdoo,Perth,Paraburdoo - Perth,578,822.8
2012,12,201212,Perth,Newman,Perth - Newman,554,788.6352941
2012,12,201212,Perth,Port Hedland,Perth - Port Hedland,518,737.3882353
2012,12,201212,Perth,Sydney,Perth - Sydney,818,1164.447059
2012,12,201212,Port Macquarie,Sydney,Port Macquarie - Sydney,257,365.8470588
2012,12,201212,Sydney,Tamworth,Sydney - Tamworth,249,354.4588235
2012,12,201212,Sydney,Townsville,Sydney - Townsville,324,461.2235294
2012,12,201212,Sydney,Wagga Wagga,Sydney - Wagga Wagga,231,328.8352941
2012,12,201212,Newcastle,Gold Coast,Newcastle - Gold Coast,328,466.9176471
2013,1,201301,Adelaide,Brisbane,Adelaide - Brisbane,258,365.8359375
2013,1,201301,Adelaide,Canberra,Adelaide - Canberra,319,452.3320313
2013,1,201301,Adelaide,Darwin,Adelaide - Darwin,318,450.9140625
2013,1,201301,Adelaide,Gold Coast,Adelaide - Gold Coast,248,351.65625
2013,1,201301,Adelaide,Melbourne,Adelaide - Melbourne,98,138.9609375
2013,1,201301,Adelaide,Perth,Adelaide - Perth,328,465.09375
2013,1,201301,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197.45,279.9779297
2013,1,201301,Adelaide,Sydney,Adelaide - Sydney,170,241.0546875
2013,1,201301,Albury,Sydney,Albury - Sydney,210,297.7734375
2013,1,201301,Alice Springs,Darwin,Alice Springs - Darwin,610,864.9609375
2013,1,201301,Alice Springs,Melbourne,Alice Springs - Melbourne,558,791.2265625
2013,1,201301,Armidale,Sydney,Armidale - Sydney,294,416.8828125
2013,1,201301,Avalon,Brisbane,Avalon - Brisbane,158,224.0390625
2013,1,201301,Avalon,Sydney,Avalon - Sydney,74,104.9296875
2013,1,201301,Ayers Rock,Sydney,Ayers Rock - Sydney,449,636.6679688
2013,1,201301,Ballina,Sydney,Ballina - Sydney,158,224.0390625
2013,1,201301,Brisbane,Cairns,Brisbane - Cairns,248,351.65625
2013,1,201301,Brisbane,Canberra,Brisbane - Canberra,240,340.3125
2013,1,201301,Brisbane,Darwin,Brisbane - Darwin,270,382.8515625
2013,1,201301,Brisbane,Emerald,Brisbane - Emerald,296,419.71875
2013,1,201301,Brisbane,Gladstone,Brisbane - Gladstone,212,300.609375
2013,1,201301,Brisbane,Hamilton Island,Brisbane - Hamilton Island,196,277.921875
2013,1,201301,Brisbane,Mackay,Brisbane - Mackay,178,252.3984375
2013,1,201301,Brisbane,Melbourne,Brisbane - Melbourne,179,253.8164063
2013,1,201301,Brisbane,Mount Isa,Brisbane - Mount Isa,488,691.96875
2013,1,201301,Brisbane,Perth,Brisbane - Perth,398,564.3515625
2013,1,201301,Brisbane,Proserpine,Brisbane - Proserpine,118,167.3203125
2013,1,201301,Brisbane,Rockhampton,Brisbane - Rockhampton,176,249.5625
2013,1,201301,Brisbane,Sydney,Brisbane - Sydney,109.9,155.8347656
2013,1,201301,Brisbane,Townsville,Brisbane - Townsville,238,337.4765625
2013,1,201301,Brisbane,Newcastle,Brisbane - Newcastle,128,181.5
2013,1,201301,Broome,Perth,Broome - Perth,408,578.53125
2013,1,201301,Bundaberg,Brisbane,Bundaberg - Brisbane,238,337.4765625
2013,1,201301,Cairns,Gold Coast,Cairns - Gold Coast,268,380.015625
2013,1,201301,Cairns,Melbourne,Cairns - Melbourne,230.9,327.4089844
2013,1,201301,Cairns,Sydney,Cairns - Sydney,368,521.8125
2013,1,201301,Cairns,Townsville,Cairns - Townsville,198,280.7578125
2013,1,201301,Canberra,Melbourne,Canberra - Melbourne,218,309.1171875
2013,1,201301,Canberra,Sydney,Canberra - Sydney,184,260.90625
2013,1,201301,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,269.4140625
2013,1,201301,Darwin,Melbourne,Darwin - Melbourne,270,382.8515625
2013,1,201301,Darwin,Perth,Darwin - Perth,338,479.2734375
2013,1,201301,Darwin,Sydney,Darwin - Sydney,270,382.8515625
2013,1,201301,Devonport,Melbourne,Devonport - Melbourne,317,449.4960938
2013,1,201301,Dubbo,Sydney,Dubbo - Sydney,273,387.1054688
2013,1,201301,Geraldton,Perth,Geraldton - Perth,277.72,393.7982813
2013,1,201301,Gold Coast,Sydney,Gold Coast - Sydney,104.95,148.8158203
2013,1,201301,Hamilton Island,Sydney,Hamilton Island - Sydney,288,408.375
2013,1,201301,Hobart,Melbourne,Hobart - Melbourne,110.9,157.2527344
2013,1,201301,Hobart,Sydney,Hobart - Sydney,208,294.9375
2013,1,201301,Kalgoorlie,Perth,Kalgoorlie - Perth,449.44,637.291875
2013,1,201301,Karratha,Perth,Karratha - Perth,468,663.609375
2013,1,201301,Launceston,Melbourne,Launceston - Melbourne,138,195.6796875
2013,1,201301,Launceston,Sydney,Launceston - Sydney,178,252.3984375
2013,1,201301,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,338,479.2734375
2013,1,201301,Sunshine Coast,Sydney,Sunshine Coast - Sydney,138,195.6796875
2013,1,201301,Melbourne,Gold Coast,Melbourne - Gold Coast,159.9,226.7332031
2013,1,201301,Melbourne,Mildura,Melbourne - Mildura,230.32,326.5865625
2013,1,201301,Melbourne,Perth,Melbourne - Perth,284.9,403.9792969
2013,1,201301,Melbourne,Sydney,Melbourne - Sydney,90,127.6171875
2013,1,201301,Melbourne,Newcastle,Melbourne - Newcastle,148,209.859375
2013,1,201301,Paraburdoo,Perth,Paraburdoo - Perth,508,720.328125
2013,1,201301,Perth,Newman,Perth - Newman,673,954.2929688
2013,1,201301,Perth,Port Hedland,Perth - Port Hedland,498,706.1484375
2013,1,201301,Perth,Sydney,Perth - Sydney,398,564.3515625
2013,1,201301,Port Macquarie,Sydney,Port Macquarie - Sydney,218,309.1171875
2013,1,201301,Sydney,Tamworth,Sydney - Tamworth,204,289.265625
2013,1,201301,Sydney,Townsville,Sydney - Townsville,178,252.3984375
2013,1,201301,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,323.4670313
2013,1,201301,Newcastle,Gold Coast,Newcastle - Gold Coast,168,238.21875
2013,2,201302,Adelaide,Brisbane,Adelaide - Brisbane,288,408.375
2013,2,201302,Adelaide,Canberra,Adelaide - Canberra,350,496.2890625
2013,2,201302,Adelaide,Darwin,Adelaide - Darwin,328,465.09375
2013,2,201302,Adelaide,Gold Coast,Adelaide - Gold Coast,318,450.9140625
2013,2,201302,Adelaide,Melbourne,Adelaide - Melbourne,118,167.3203125
2013,2,201302,Adelaide,Perth,Adelaide - Perth,328,465.09375
2013,2,201302,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226,320.4609375
2013,2,201302,Adelaide,Sydney,Adelaide - Sydney,228,323.296875
2013,2,201302,Albury,Sydney,Albury - Sydney,198,280.7578125
2013,2,201302,Alice Springs,Darwin,Alice Springs - Darwin,610,864.9609375
2013,2,201302,Alice Springs,Melbourne,Alice Springs - Melbourne,598,847.9453125
2013,2,201302,Armidale,Sydney,Armidale - Sydney,392,555.84375
2013,2,201302,Avalon,Brisbane,Avalon - Brisbane,268,380.015625
2013,2,201302,Avalon,Sydney,Avalon - Sydney,84,119.109375
2013,2,201302,Ayers Rock,Sydney,Ayers Rock - Sydney,470,666.4453125
2013,2,201302,Ballina,Sydney,Ballina - Sydney,138,195.6796875
2013,2,201302,Brisbane,Cairns,Brisbane - Cairns,218,309.1171875
2013,2,201302,Brisbane,Canberra,Brisbane - Canberra,290,411.2109375
2013,2,201302,Brisbane,Darwin,Brisbane - Darwin,378,535.9921875
2013,2,201302,Brisbane,Emerald,Brisbane - Emerald,288,408.375
2013,2,201302,Brisbane,Gladstone,Brisbane - Gladstone,244,345.984375
2013,2,201302,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,252.3984375
2013,2,201302,Brisbane,Mackay,Brisbane - Mackay,158,224.0390625
2013,2,201302,Brisbane,Melbourne,Brisbane - Melbourne,179.9,255.0925781
2013,2,201302,Brisbane,Mount Isa,Brisbane - Mount Isa,578,819.5859375
2013,2,201302,Brisbane,Perth,Brisbane - Perth,368,521.8125
2013,2,201302,Brisbane,Proserpine,Brisbane - Proserpine,168,238.21875
2013,2,201302,Brisbane,Rockhampton,Brisbane - Rockhampton,170,241.0546875
2013,2,201302,Brisbane,Sydney,Brisbane - Sydney,109.9,155.8347656
2013,2,201302,Brisbane,Townsville,Brisbane - Townsville,228,323.296875
2013,2,201302,Brisbane,Newcastle,Brisbane - Newcastle,108,153.140625
2013,2,201302,Broome,Perth,Broome - Perth,498,706.1484375
2013,2,201302,Bundaberg,Brisbane,Bundaberg - Brisbane,258,365.8359375
2013,2,201302,Cairns,Gold Coast,Cairns - Gold Coast,248,351.65625
2013,2,201302,Cairns,Melbourne,Cairns - Melbourne,159.9,226.7332031
2013,2,201302,Cairns,Sydney,Cairns - Sydney,378,535.9921875
2013,2,201302,Cairns,Townsville,Cairns - Townsville,198,280.7578125
2013,2,201302,Canberra,Melbourne,Canberra - Melbourne,258,365.8359375
2013,2,201302,Canberra,Sydney,Canberra - Sydney,210.01,297.7876172
2013,2,201302,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,269.4140625
2013,2,201302,Darwin,Melbourne,Darwin - Melbourne,348,493.453125
2013,2,201302,Darwin,Perth,Darwin - Perth,458,649.4296875
2013,2,201302,Darwin,Sydney,Darwin - Sydney,358,507.6328125
2013,2,201302,Devonport,Melbourne,Devonport - Melbourne,367,520.3945313
2013,2,201302,Dubbo,Sydney,Dubbo - Sydney,304.9,432.3386719
2013,2,201302,Geraldton,Perth,Geraldton - Perth,330,467.9296875
2013,2,201302,Gold Coast,Sydney,Gold Coast - Sydney,84.95,120.4564453
2013,2,201302,Hamilton Island,Sydney,Hamilton Island - Sydney,298,422.5546875
2013,2,201302,Hobart,Melbourne,Hobart - Melbourne,129.9,184.1941406
2013,2,201302,Hobart,Sydney,Hobart - Sydney,228,323.296875
2013,2,201302,Kalgoorlie,Perth,Kalgoorlie - Perth,397.08,563.0470313
2013,2,201302,Karratha,Perth,Karratha - Perth,510,723.1640625
2013,2,201302,Launceston,Melbourne,Launceston - Melbourne,170,241.0546875
2013,2,201302,Launceston,Sydney,Launceston - Sydney,178,252.3984375
2013,2,201302,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,260,368.671875
2013,2,201302,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,252.3984375
2013,2,201302,Melbourne,Gold Coast,Melbourne - Gold Coast,84.95,120.4564453
2013,2,201302,Melbourne,Mildura,Melbourne - Mildura,218,309.1171875
2013,2,201302,Melbourne,Perth,Melbourne - Perth,284.9,403.9792969
2013,2,201302,Melbourne,Sydney,Melbourne - Sydney,99.95,141.7259766
2013,2,201302,Melbourne,Newcastle,Melbourne - Newcastle,168,238.21875
2013,2,201302,Paraburdoo,Perth,Paraburdoo - Perth,691,979.8164063
2013,2,201302,Perth,Newman,Perth - Newman,534,757.1953125
2013,2,201302,Perth,Port Hedland,Perth - Port Hedland,558,791.2265625
2013,2,201302,Perth,Sydney,Perth - Sydney,448,635.25
2013,2,201302,Port Macquarie,Sydney,Port Macquarie - Sydney,210,297.7734375
2013,2,201302,Sydney,Tamworth,Sydney - Tamworth,285,404.1210938
2013,2,201302,Sydney,Townsville,Sydney - Townsville,250,354.4921875
2013,2,201302,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,323.4670313
2013,2,201302,Newcastle,Gold Coast,Newcastle - Gold Coast,228,323.296875
2013,3,201303,Adelaide,Brisbane,Adelaide - Brisbane,328,465.09375
2013,3,201303,Adelaide,Canberra,Adelaide - Canberra,316,448.078125
2013,3,201303,Adelaide,Darwin,Adelaide - Darwin,388,550.171875
2013,3,201303,Adelaide,Gold Coast,Adelaide - Gold Coast,505,716.0742188
2013,3,201303,Adelaide,Melbourne,Adelaide - Melbourne,140,198.515625
2013,3,201303,Adelaide,Perth,Adelaide - Perth,408,578.53125
2013,3,201303,Adelaide,Port Lincoln,Adelaide - Port Lincoln,225.39,319.5959766
2013,3,201303,Adelaide,Sydney,Adelaide - Sydney,208,294.9375
2013,3,201303,Albury,Sydney,Albury - Sydney,216.39,306.8342578
2013,3,201303,Alice Springs,Darwin,Alice Springs - Darwin,644,913.171875
2013,3,201303,Alice Springs,Melbourne,Alice Springs - Melbourne,724,1026.609375
2013,3,201303,Armidale,Sydney,Armidale - Sydney,392,555.84375
2013,3,201303,Avalon,Brisbane,Avalon - Brisbane,368,521.8125
2013,3,201303,Avalon,Sydney,Avalon - Sydney,138,195.6796875
2013,3,201303,Ayers Rock,Sydney,Ayers Rock - Sydney,559,792.6445313
2013,3,201303,Ballina,Sydney,Ballina - Sydney,138,195.6796875
2013,3,201303,Brisbane,Cairns,Brisbane - Cairns,278,394.1953125
2013,3,201303,Brisbane,Canberra,Brisbane - Canberra,290,411.2109375
2013,3,201303,Brisbane,Darwin,Brisbane - Darwin,518,734.5078125
2013,3,201303,Brisbane,Emerald,Brisbane - Emerald,178,252.3984375
2013,3,201303,Brisbane,Gladstone,Brisbane - Gladstone,150,212.6953125
2013,3,201303,Brisbane,Hamilton Island,Brisbane - Hamilton Island,418,592.7109375
2013,3,201303,Brisbane,Mackay,Brisbane - Mackay,138,195.6796875
2013,3,201303,Brisbane,Melbourne,Brisbane - Melbourne,248,351.65625
2013,3,201303,Brisbane,Mount Isa,Brisbane - Mount Isa,588,833.765625
2013,3,201303,Brisbane,Perth,Brisbane - Perth,538,762.8671875
2013,3,201303,Brisbane,Proserpine,Brisbane - Proserpine,220,311.953125
2013,3,201303,Brisbane,Rockhampton,Brisbane - Rockhampton,144,204.1875
2013,3,201303,Brisbane,Sydney,Brisbane - Sydney,158,224.0390625
2013,3,201303,Brisbane,Townsville,Brisbane - Townsville,273,387.1054688
2013,3,201303,Brisbane,Newcastle,Brisbane - Newcastle,118,167.3203125
2013,3,201303,Broome,Perth,Broome - Perth,383.67,544.0320703
2013,3,201303,Bundaberg,Brisbane,Bundaberg - Brisbane,218,309.1171875
2013,3,201303,Cairns,Gold Coast,Cairns - Gold Coast,248,351.65625
2013,3,201303,Cairns,Melbourne,Cairns - Melbourne,270,382.8515625
2013,3,201303,Cairns,Sydney,Cairns - Sydney,328,465.09375
2013,3,201303,Cairns,Townsville,Cairns - Townsville,208,294.9375
2013,3,201303,Canberra,Melbourne,Canberra - Melbourne,228,323.296875
2013,3,201303,Canberra,Sydney,Canberra - Sydney,180,255.234375
2013,3,201303,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,226.875
2013,3,201303,Darwin,Melbourne,Darwin - Melbourne,508,720.328125
2013,3,201303,Darwin,Perth,Darwin - Perth,478,677.7890625
2013,3,201303,Darwin,Sydney,Darwin - Sydney,588,833.765625
2013,3,201303,Devonport,Melbourne,Devonport - Melbourne,253,358.7460938
2013,3,201303,Dubbo,Sydney,Dubbo - Sydney,273,387.1054688
2013,3,201303,Geraldton,Perth,Geraldton - Perth,277.72,393.7982813
2013,3,201303,Gold Coast,Sydney,Gold Coast - Sydney,158,224.0390625
2013,3,201303,Hamilton Island,Sydney,Hamilton Island - Sydney,318,450.9140625
2013,3,201303,Hobart,Melbourne,Hobart - Melbourne,118,167.3203125
2013,3,201303,Hobart,Sydney,Hobart - Sydney,198,280.7578125
2013,3,201303,Kalgoorlie,Perth,Kalgoorlie - Perth,425.68,603.6009375
2013,3,201303,Karratha,Perth,Karratha - Perth,474,672.1171875
2013,3,201303,Launceston,Melbourne,Launceston - Melbourne,108,153.140625
2013,3,201303,Launceston,Sydney,Launceston - Sydney,156,221.203125
2013,3,201303,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,230,326.1328125
2013,3,201303,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,238.21875
2013,3,201303,Melbourne,Gold Coast,Melbourne - Gold Coast,380,538.828125
2013,3,201303,Melbourne,Mildura,Melbourne - Mildura,243,344.5664063
2013,3,201303,Melbourne,Perth,Melbourne - Perth,415,588.4570313
2013,3,201303,Melbourne,Sydney,Melbourne - Sydney,155,219.7851563
2013,3,201303,Melbourne,Newcastle,Melbourne - Newcastle,114,161.6484375
2013,3,201303,Paraburdoo,Perth,Paraburdoo - Perth,834,1182.585938
2013,3,201303,Perth,Newman,Perth - Newman,458,649.4296875
2013,3,201303,Perth,Port Hedland,Perth - Port Hedland,458,649.4296875
2013,3,201303,Perth,Sydney,Perth - Sydney,548,777.046875
2013,3,201303,Port Macquarie,Sydney,Port Macquarie - Sydney,174,246.7265625
2013,3,201303,Sydney,Tamworth,Sydney - Tamworth,349,494.8710938
2013,3,201303,Sydney,Townsville,Sydney - Townsville,278,394.1953125
2013,3,201303,Sydney,Wagga Wagga,Sydney - Wagga Wagga,231,327.5507813
2013,3,201303,Newcastle,Gold Coast,Newcastle - Gold Coast,278,394.1953125
2013,4,201304,Adelaide,Brisbane,Adelaide - Brisbane,286,403.9610895
2013,4,201304,Adelaide,Canberra,Adelaide - Canberra,424,598.8793774
2013,4,201304,Adelaide,Darwin,Adelaide - Darwin,348,491.5330739
2013,4,201304,Adelaide,Gold Coast,Adelaide - Gold Coast,338,477.4085603
2013,4,201304,Adelaide,Melbourne,Adelaide - Melbourne,109.9,155.2284047
2013,4,201304,Adelaide,Perth,Adelaide - Perth,298,420.9105058
2013,4,201304,Adelaide,Port Lincoln,Adelaide - Port Lincoln,198,279.6653696
2013,4,201304,Adelaide,Sydney,Adelaide - Sydney,210,296.614786
2013,4,201304,Albury,Sydney,Albury - Sydney,166,234.4669261
2013,4,201304,Alice Springs,Darwin,Alice Springs - Darwin,610,861.5953307
2013,4,201304,Armidale,Sydney,Armidale - Sydney,403,569.2178988
2013,4,201304,Avalon,Brisbane,Avalon - Brisbane,158,223.1673152
2013,4,201304,Avalon,Sydney,Avalon - Sydney,88,124.2957198
2013,4,201304,Ayers Rock,Sydney,Ayers Rock - Sydney,480,677.9766537
2013,4,201304,Ballina,Sydney,Ballina - Sydney,138,194.9182879
2013,4,201304,Brisbane,Cairns,Brisbane - Cairns,218,307.9143969
2013,4,201304,Brisbane,Canberra,Brisbane - Canberra,280,395.4863813
2013,4,201304,Brisbane,Darwin,Brisbane - Darwin,388,548.0311284
2013,4,201304,Brisbane,Emerald,Brisbane - Emerald,288,406.7859922
2013,4,201304,Brisbane,Gladstone,Brisbane - Gladstone,146,206.2178988
2013,4,201304,Brisbane,Hamilton Island,Brisbane - Hamilton Island,168,237.2918288
2013,4,201304,Brisbane,Mackay,Brisbane - Mackay,148,209.0428016
2013,4,201304,Brisbane,Melbourne,Brisbane - Melbourne,119.9,169.3529183
2013,4,201304,Brisbane,Moranbah,Brisbane - Moranbah,319,450.5719844
2013,4,201304,Brisbane,Mount Isa,Brisbane - Mount Isa,638,901.1439689
2013,4,201304,Brisbane,Perth,Brisbane - Perth,418,590.4046693
2013,4,201304,Brisbane,Proserpine,Brisbane - Proserpine,178,251.4163424
2013,4,201304,Brisbane,Rockhampton,Brisbane - Rockhampton,146,206.2178988
2013,4,201304,Brisbane,Roma,Brisbane - Roma,395,557.9182879
2013,4,201304,Brisbane,Sydney,Brisbane - Sydney,114.9,162.2906615
2013,4,201304,Brisbane,Townsville,Brisbane - Townsville,248,350.2879377
2013,4,201304,Brisbane,Newcastle,Brisbane - Newcastle,118,166.6692607
2013,4,201304,Broome,Perth,Broome - Perth,454,641.2529183
2013,4,201304,Bundaberg,Brisbane,Bundaberg - Brisbane,264,372.8871595
2013,4,201304,Cairns,Gold Coast,Cairns - Gold Coast,238,336.1634241
2013,4,201304,Cairns,Melbourne,Cairns - Melbourne,244.9,345.9093385
2013,4,201304,Cairns,Sydney,Cairns - Sydney,318,449.1595331
2013,4,201304,Cairns,Townsville,Cairns - Townsville,174,245.766537
2013,4,201304,Canberra,Melbourne,Canberra - Melbourne,234,330.5136187
2013,4,201304,Canberra,Sydney,Canberra - Sydney,186,262.7159533
2013,4,201304,Coffs Harbour,Sydney,Coffs Harbour - Sydney,59.9,84.60583658
2013,4,201304,Darwin,Melbourne,Darwin - Melbourne,424,598.8793774
2013,4,201304,Darwin,Perth,Darwin - Perth,514,726
2013,4,201304,Darwin,Sydney,Darwin - Sydney,328,463.2840467
2013,4,201304,Devonport,Melbourne,Devonport - Melbourne,253,357.3501946
2013,4,201304,Dubbo,Sydney,Dubbo - Sydney,273,385.5992218
2013,4,201304,Geraldton,Perth,Geraldton - Perth,370,522.6070039
2013,4,201304,Gold Coast,Sydney,Gold Coast - Sydney,138,194.9182879
2013,4,201304,Hamilton Island,Sydney,Hamilton Island - Sydney,468,661.0272374
2013,4,201304,Hobart,Melbourne,Hobart - Melbourne,59.9,84.60583658
2013,4,201304,Hobart,Sydney,Hobart - Sydney,218,307.9143969
2013,4,201304,Kalgoorlie,Perth,Kalgoorlie - Perth,397,560.7431907
2013,4,201304,Karratha,Perth,Karratha - Perth,486,686.4513619
2013,4,201304,Launceston,Melbourne,Launceston - Melbourne,108,152.5447471
2013,4,201304,Launceston,Sydney,Launceston - Sydney,198,279.6653696
2013,4,201304,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,139.9,197.6019455
2013,4,201304,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,251.4163424
2013,4,201304,Melbourne,Gold Coast,Melbourne - Gold Coast,149.9,211.7264591
2013,4,201304,Melbourne,Mildura,Melbourne - Mildura,200,282.4902724
2013,4,201304,Melbourne,Perth,Melbourne - Perth,304.9,430.6564202
2013,4,201304,Melbourne,Sydney,Melbourne - Sydney,94.9,134.0416342
2013,4,201304,Melbourne,Newcastle,Melbourne - Newcastle,148,209.0428016
2013,4,201304,Paraburdoo,Perth,Paraburdoo - Perth,686,968.9416342
2013,4,201304,Perth,Newman,Perth - Newman,704,994.3657588
2013,4,201304,Perth,Port Hedland,Perth - Port Hedland,534,754.2490272
2013,4,201304,Perth,Sydney,Perth - Sydney,424,598.8793774
2013,4,201304,Port Macquarie,Sydney,Port Macquarie - Sydney,186,262.7159533
2013,4,201304,Sydney,Tamworth,Sydney - Tamworth,178,251.4163424
2013,4,201304,Sydney,Townsville,Sydney - Townsville,290,409.6108949
2013,4,201304,Sydney,Wagga Wagga,Sydney - Wagga Wagga,267,377.1245136
2013,4,201304,Newcastle,Gold Coast,Newcastle - Gold Coast,128,180.7937743
2013,5,201305,Adelaide,Brisbane,Adelaide - Brisbane,218,307.9143969
2013,5,201305,Adelaide,Canberra,Adelaide - Canberra,283,399.7237354
