Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2022,6,202206,Sunshine Coast,Sydney,Sunshine Coast - Sydney,115,132.4187153
2022,6,202206,Melbourne,Gold Coast,Melbourne - Gold Coast,191,219.9302141
2022,6,202206,Melbourne,Mildura,Melbourne - Mildura,317.09,365.1186994
2022,6,202206,Melbourne,Perth,Melbourne - Perth,587,675.9111816
2022,6,202206,Melbourne,Sydney,Melbourne - Sydney,165,189.9920698
2022,6,202206,Melbourne,Townsville,Melbourne - Townsville,648,746.1506741
2022,6,202206,Melbourne,Newcastle,Melbourne - Newcastle,203,233.7478192
2022,6,202206,Paraburdoo,Perth,Paraburdoo - Perth,761,876.2664552
2022,6,202206,Perth,Newman,Perth - Newman,667,768.0285488
2022,6,202206,Perth,Port Hedland,Perth - Port Hedland,586,674.7597145
2022,6,202206,Perth,Sydney,Perth - Sydney,558,642.518636
2022,6,202206,Port Macquarie,Sydney,Port Macquarie - Sydney,298.95,344.2310864
2022,6,202206,Sydney,Tamworth,Sydney - Tamworth,321,369.6209358
2022,6,202206,Sydney,Townsville,Sydney - Townsville,344,396.1046788
2022,6,202206,Sydney,Wagga Wagga,Sydney - Wagga Wagga,316.5,364.4393339
2022,6,202206,Newcastle,Gold Coast,Newcastle - Gold Coast,238,274.0491673
2022,7,202207,Adelaide,Alice Springs,Adelaide - Alice Springs,870,983.8317757
2022,7,202207,Adelaide,Brisbane,Adelaide - Brisbane,268,303.0654206
2022,7,202207,Adelaide,Canberra,Adelaide - Canberra,510,576.728972
2022,7,202207,Adelaide,Darwin,Adelaide - Darwin,1542,1743.757009
2022,7,202207,Adelaide,Gold Coast,Adelaide - Gold Coast,394,445.5514019
2022,7,202207,Adelaide,Melbourne,Adelaide - Melbourne,116,131.1775701
2022,7,202207,Adelaide,Perth,Adelaide - Perth,446,504.3551402
2022,7,202207,Adelaide,Port Lincoln,Adelaide - Port Lincoln,348.16,393.7136449
2022,7,202207,Adelaide,Sydney,Adelaide - Sydney,206,232.953271
2022,7,202207,Albury,Sydney,Albury - Sydney,317.6,359.1551402
2022,7,202207,Armidale,Sydney,Armidale - Sydney,307.85,348.1294393
2022,7,202207,Avalon,Gold Coast,Avalon - Gold Coast,157,177.5420561
2022,7,202207,Avalon,Sydney,Avalon - Sydney,95,107.4299065
2022,7,202207,Ayers Rock,Sydney,Ayers Rock - Sydney,854,965.7383178
2022,7,202207,Ballina,Sydney,Ballina - Sydney,89,100.6448598
2022,7,202207,Brisbane,Cairns,Brisbane - Cairns,194,219.3831776
2022,7,202207,Brisbane,Canberra,Brisbane - Canberra,350,395.7943925
2022,7,202207,Brisbane,Darwin,Brisbane - Darwin,850,961.2149533
2022,7,202207,Brisbane,Emerald,Brisbane - Emerald,525,593.6915888
2022,7,202207,Brisbane,Gladstone,Brisbane - Gladstone,355,401.4485981
2022,7,202207,Brisbane,Hamilton Island,Brisbane - Hamilton Island,408,461.3831776
2022,7,202207,Brisbane,Hobart,Brisbane - Hobart,358,404.8411215
2022,7,202207,Brisbane,Mackay,Brisbane - Mackay,171,193.3738318
2022,7,202207,Brisbane,Melbourne,Brisbane - Melbourne,198,223.9065421
2022,7,202207,Brisbane,Mount Isa,Brisbane - Mount Isa,729,824.3831776
2022,7,202207,Brisbane,Perth,Brisbane - Perth,650,735.046729
2022,7,202207,Brisbane,Proserpine,Brisbane - Proserpine,325,367.5233645
2022,7,202207,Brisbane,Rockhampton,Brisbane - Rockhampton,358,404.8411215
2022,7,202207,Brisbane,Sydney,Brisbane - Sydney,152,171.8878505
2022,7,202207,Brisbane,Townsville,Brisbane - Townsville,288,325.682243
2022,7,202207,Brisbane,Newcastle,Brisbane - Newcastle,168,189.9813084
2022,7,202207,Broome,Perth,Broome - Perth,730,825.5140187
2022,7,202207,Bundaberg,Brisbane,Bundaberg - Brisbane,384,434.2429907
2022,7,202207,Cairns,Gold Coast,Cairns - Gold Coast,253,286.1028037
2022,7,202207,Cairns,Melbourne,Cairns - Melbourne,324,366.3925234
2022,7,202207,Cairns,Sydney,Cairns - Sydney,344,389.0093458
2022,7,202207,Cairns,Townsville,Cairns - Townsville,279.49,316.058785
2022,7,202207,Canberra,Melbourne,Canberra - Melbourne,170,192.2429907
2022,7,202207,Canberra,Sydney,Canberra - Sydney,378,427.4579439
2022,7,202207,Coffs Harbour,Sydney,Coffs Harbour - Sydney,292.35,330.6014019
2022,7,202207,Darwin,Melbourne,Darwin - Melbourne,686,775.7570093
2022,7,202207,Darwin,Perth,Darwin - Perth,994,1124.056075
2022,7,202207,Darwin,Sydney,Darwin - Sydney,604,683.0280374
2022,7,202207,Devonport,Melbourne,Devonport - Melbourne,398,450.0747664
2022,7,202207,Dubbo,Sydney,Dubbo - Sydney,338.04,382.2695327
2022,7,202207,Gold Coast,Sydney,Gold Coast - Sydney,112,126.6542056
2022,7,202207,Hamilton Island,Sydney,Hamilton Island - Sydney,283,320.0280374
2022,7,202207,Hobart,Melbourne,Hobart - Melbourne,132,149.271028
2022,7,202207,Hobart,Sydney,Hobart - Sydney,168,189.9813084
2022,7,202207,Kalgoorlie,Perth,Kalgoorlie - Perth,464.99,525.8298131
2022,7,202207,Karratha,Perth,Karratha - Perth,755,853.7850467
2022,7,202207,Launceston,Melbourne,Launceston - Melbourne,119,134.5700935
2022,7,202207,Launceston,Sydney,Launceston - Sydney,173,195.635514
2022,7,202207,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,238,269.1401869
2022,7,202207,Sunshine Coast,Sydney,Sunshine Coast - Sydney,138,156.0560748
2022,7,202207,Melbourne,Gold Coast,Melbourne - Gold Coast,148,167.364486
2022,7,202207,Melbourne,Mildura,Melbourne - Mildura,323.37,365.6800935
2022,7,202207,Melbourne,Perth,Melbourne - Perth,452,511.1401869
2022,7,202207,Melbourne,Sydney,Melbourne - Sydney,136,153.7943925
2022,7,202207,Melbourne,Townsville,Melbourne - Townsville,475,537.1495327
2022,7,202207,Melbourne,Newcastle,Melbourne - Newcastle,187,211.4672897
2022,7,202207,Paraburdoo,Perth,Paraburdoo - Perth,772,873.0093458
2022,7,202207,Perth,Newman,Perth - Newman,700,791.588785
2022,7,202207,Perth,Port Hedland,Perth - Port Hedland,620,701.1214953
2022,7,202207,Perth,Sydney,Perth - Sydney,462,522.4485981
2022,7,202207,Port Macquarie,Sydney,Port Macquarie - Sydney,303.45,343.1537383
2022,7,202207,Sydney,Tamworth,Sydney - Tamworth,336,379.9626168
2022,7,202207,Sydney,Townsville,Sydney - Townsville,222,251.046729
2022,7,202207,Sydney,Wagga Wagga,Sydney - Wagga Wagga,327.5,370.3504673
2022,7,202207,Newcastle,Gold Coast,Newcastle - Gold Coast,221,249.9158879
2022,8,202208,Adelaide,Alice Springs,Adelaide - Alice Springs,748,845.8691589
2022,8,202208,Adelaide,Brisbane,Adelaide - Brisbane,389.99,441.016729
2022,8,202208,Adelaide,Canberra,Adelaide - Canberra,510,576.728972
2022,8,202208,Adelaide,Darwin,Adelaide - Darwin,976,1103.700935
2022,8,202208,Adelaide,Gold Coast,Adelaide - Gold Coast,458,517.9252336
2022,8,202208,Adelaide,Melbourne,Adelaide - Melbourne,166,187.7196262
2022,8,202208,Adelaide,Perth,Adelaide - Perth,531,600.4766355
2022,8,202208,Adelaide,Port Lincoln,Adelaide - Port Lincoln,308.58,348.9549533
2022,8,202208,Adelaide,Sydney,Adelaide - Sydney,277,313.2429907
2022,8,202208,Albury,Sydney,Albury - Sydney,336.4,380.4149533
2022,8,202208,Armidale,Sydney,Armidale - Sydney,328.85,371.8771028
2022,8,202208,Avalon,Gold Coast,Avalon - Gold Coast,192,217.1214953
2022,8,202208,Avalon,Sydney,Avalon - Sydney,101,114.2149533
2022,8,202208,Ayers Rock,Sydney,Ayers Rock - Sydney,614,694.3364486
2022,8,202208,Ballina,Sydney,Ballina - Sydney,89,100.6448598
2022,8,202208,Brisbane,Cairns,Brisbane - Cairns,310,350.5607477
2022,8,202208,Brisbane,Canberra,Brisbane - Canberra,350,395.7943925
2022,8,202208,Brisbane,Darwin,Brisbane - Darwin,790,893.364486
2022,8,202208,Brisbane,Emerald,Brisbane - Emerald,494,558.635514
2022,8,202208,Brisbane,Gladstone,Brisbane - Gladstone,344,389.0093458
2022,8,202208,Brisbane,Hamilton Island,Brisbane - Hamilton Island,299.99,339.241028
2022,8,202208,Brisbane,Hobart,Brisbane - Hobart,416,470.4299065
2022,8,202208,Brisbane,Mackay,Brisbane - Mackay,198,223.9065421
2022,8,202208,Brisbane,Melbourne,Brisbane - Melbourne,288,325.682243
2022,8,202208,Brisbane,Mount Isa,Brisbane - Mount Isa,729,824.3831776
2022,8,202208,Brisbane,Perth,Brisbane - Perth,705,797.2429907
2022,8,202208,Brisbane,Proserpine,Brisbane - Proserpine,415,469.2990654
2022,8,202208,Brisbane,Rockhampton,Brisbane - Rockhampton,378,427.4579439
2022,8,202208,Brisbane,Sydney,Brisbane - Sydney,152,171.8878505
2022,8,202208,Brisbane,Townsville,Brisbane - Townsville,307,347.1682243
2022,8,202208,Brisbane,Newcastle,Brisbane - Newcastle,231,261.2242991
2022,8,202208,Broome,Perth,Broome - Perth,640,723.7383178
2022,8,202208,Bundaberg,Brisbane,Bundaberg - Brisbane,570,644.5794393
2022,8,202208,Cairns,Gold Coast,Cairns - Gold Coast,185,209.2056075
2022,8,202208,Cairns,Melbourne,Cairns - Melbourne,789,892.2336449
2022,8,202208,Cairns,Sydney,Cairns - Sydney,329,372.046729
2022,8,202208,Cairns,Townsville,Cairns - Townsville,294.99,333.5868224
2022,8,202208,Canberra,Melbourne,Canberra - Melbourne,160,180.9345794
2022,8,202208,Canberra,Sydney,Canberra - Sydney,398,450.0747664
2022,8,202208,Coffs Harbour,Sydney,Coffs Harbour - Sydney,306.75,346.885514
2022,8,202208,Darwin,Melbourne,Darwin - Melbourne,517,584.6448598
2022,8,202208,Darwin,Perth,Darwin - Perth,749.99,848.1195327
2022,8,202208,Darwin,Sydney,Darwin - Sydney,784,886.5794393
2022,8,202208,Devonport,Melbourne,Devonport - Melbourne,398,450.0747664
2022,8,202208,Dubbo,Sydney,Dubbo - Sydney,356.85,403.5406542
2022,8,202208,Gold Coast,Sydney,Gold Coast - Sydney,159,179.8037383
2022,8,202208,Hamilton Island,Sydney,Hamilton Island - Sydney,372,420.6728972
2022,8,202208,Hobart,Melbourne,Hobart - Melbourne,248,280.4485981
2022,8,202208,Hobart,Sydney,Hobart - Sydney,240,271.4018692
2022,8,202208,Kalgoorlie,Perth,Kalgoorlie - Perth,454.99,514.5214019
2022,8,202208,Karratha,Perth,Karratha - Perth,865,978.1775701
2022,8,202208,Launceston,Melbourne,Launceston - Melbourne,153,173.0186916
2022,8,202208,Launceston,Sydney,Launceston - Sydney,159,179.8037383
2022,8,202208,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,579,654.7570093
2022,8,202208,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,201.2897196
2022,8,202208,Melbourne,Gold Coast,Melbourne - Gold Coast,203,229.5607477
2022,8,202208,Melbourne,Mildura,Melbourne - Mildura,344.37,389.427757
2022,8,202208,Melbourne,Perth,Melbourne - Perth,645,729.3925234
2022,8,202208,Melbourne,Sydney,Melbourne - Sydney,136,153.7943925
2022,8,202208,Melbourne,Townsville,Melbourne - Townsville,377,426.3271028
2022,8,202208,Melbourne,Newcastle,Melbourne - Newcastle,359,405.9719626
2022,8,202208,Paraburdoo,Perth,Paraburdoo - Perth,772,873.0093458
2022,8,202208,Perth,Newman,Perth - Newman,700,791.588785
2022,8,202208,Perth,Port Hedland,Perth - Port Hedland,620,701.1214953
2022,8,202208,Perth,Sydney,Perth - Sydney,629,711.2990654
2022,8,202208,Port Macquarie,Sydney,Port Macquarie - Sydney,319.95,361.8126168
2022,8,202208,Sydney,Tamworth,Sydney - Tamworth,336,379.9626168
2022,8,202208,Sydney,Townsville,Sydney - Townsville,235,265.7476636
2022,8,202208,Sydney,Wagga Wagga,Sydney - Wagga Wagga,337.5,381.6588785
2022,8,202208,Newcastle,Gold Coast,Newcastle - Gold Coast,221,249.9158879
2022,9,202209,Adelaide,Alice Springs,Adelaide - Alice Springs,689,779.1495327
2022,9,202209,Adelaide,Brisbane,Adelaide - Brisbane,879,994.0093458
2022,9,202209,Adelaide,Canberra,Adelaide - Canberra,518,585.7757009
2022,9,202209,Adelaide,Darwin,Adelaide - Darwin,764,863.9626168
2022,9,202209,Adelaide,Gold Coast,Adelaide - Gold Coast,710,802.8971963
2022,9,202209,Adelaide,Melbourne,Adelaide - Melbourne,302,341.5140187
2022,9,202209,Adelaide,Perth,Adelaide - Perth,825,932.9439252
2022,9,202209,Adelaide,Port Lincoln,Adelaide - Port Lincoln,358,404.8411215
2022,9,202209,Adelaide,Sydney,Adelaide - Sydney,533,602.7383178
2022,9,202209,Albury,Sydney,Albury - Sydney,338.6,382.9028037
2022,9,202209,Armidale,Sydney,Armidale - Sydney,333.25,376.8528037
2022,9,202209,Avalon,Gold Coast,Avalon - Gold Coast,402,454.5981308
2022,9,202209,Avalon,Sydney,Avalon - Sydney,154,174.1495327
2022,9,202209,Ayers Rock,Sydney,Ayers Rock - Sydney,574,649.1028037
2022,9,202209,Ballina,Sydney,Ballina - Sydney,200,226.1682243
2022,9,202209,Brisbane,Cairns,Brisbane - Cairns,538,608.3925234
2022,9,202209,Brisbane,Canberra,Brisbane - Canberra,510,576.728972
2022,9,202209,Brisbane,Darwin,Brisbane - Darwin,623,704.5140187
2022,9,202209,Brisbane,Emerald,Brisbane - Emerald,496,560.8971963
2022,9,202209,Brisbane,Gladstone,Brisbane - Gladstone,492,556.3738318
2022,9,202209,Brisbane,Hamilton Island,Brisbane - Hamilton Island,563.99,637.7830841
2022,9,202209,Brisbane,Hobart,Brisbane - Hobart,557,629.8785047
2022,9,202209,Brisbane,Mackay,Brisbane - Mackay,266,300.8037383
2022,9,202209,Brisbane,Melbourne,Brisbane - Melbourne,364,411.6261682
2022,9,202209,Brisbane,Mount Isa,Brisbane - Mount Isa,866,979.3084112
2022,9,202209,Brisbane,Perth,Brisbane - Perth,918.01,1038.123458
2022,9,202209,Brisbane,Proserpine,Brisbane - Proserpine,574,649.1028037
2022,9,202209,Brisbane,Rockhampton,Brisbane - Rockhampton,474,536.0186916
2022,9,202209,Brisbane,Sydney,Brisbane - Sydney,278,314.3738318
2022,9,202209,Brisbane,Townsville,Brisbane - Townsville,401,453.4672897
2022,9,202209,Brisbane,Newcastle,Brisbane - Newcastle,217,245.3925234
2022,9,202209,Broome,Perth,Broome - Perth,956,1081.084112
2022,9,202209,Bundaberg,Brisbane,Bundaberg - Brisbane,578,653.6261682
2022,9,202209,Cairns,Gold Coast,Cairns - Gold Coast,507,573.3364486
2022,9,202209,Cairns,Melbourne,Cairns - Melbourne,900,1017.757009
2022,9,202209,Cairns,Sydney,Cairns - Sydney,580,655.8878505
2022,9,202209,Cairns,Townsville,Cairns - Townsville,268,303.0654206
2022,9,202209,Canberra,Melbourne,Canberra - Melbourne,298,336.9906542
2022,9,202209,Canberra,Sydney,Canberra - Sydney,398,450.0747664
2022,9,202209,Coffs Harbour,Sydney,Coffs Harbour - Sydney,307.85,348.1294393
2022,9,202209,Darwin,Melbourne,Darwin - Melbourne,992,1121.794393
2022,9,202209,Darwin,Perth,Darwin - Perth,898,1015.495327
2022,9,202209,Darwin,Sydney,Darwin - Sydney,710,802.8971963
2022,9,202209,Devonport,Melbourne,Devonport - Melbourne,408,461.3831776
2022,9,202209,Dubbo,Sydney,Dubbo - Sydney,356.83,403.5180374
2022,9,202209,Gold Coast,Sydney,Gold Coast - Sydney,222,251.046729
2022,9,202209,Hamilton Island,Sydney,Hamilton Island - Sydney,502,567.682243
2022,9,202209,Hobart,Melbourne,Hobart - Melbourne,472,533.7570093
2022,9,202209,Hobart,Sydney,Hobart - Sydney,469,530.364486
2022,9,202209,Kalgoorlie,Perth,Kalgoorlie - Perth,517.99,585.7643925
2022,9,202209,Karratha,Perth,Karratha - Perth,840,949.9065421
2022,9,202209,Launceston,Melbourne,Launceston - Melbourne,320,361.8691589
2022,9,202209,Launceston,Sydney,Launceston - Sydney,489,552.9813084
2022,9,202209,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,843,953.2990654
2022,9,202209,Sunshine Coast,Sydney,Sunshine Coast - Sydney,305,344.9065421
2022,9,202209,Melbourne,Gold Coast,Melbourne - Gold Coast,431,487.3925234
2022,9,202209,Melbourne,Mildura,Melbourne - Mildura,346.57,391.9156075
2022,9,202209,Melbourne,Perth,Melbourne - Perth,905,1023.411215
2022,9,202209,Melbourne,Sydney,Melbourne - Sydney,221,249.9158879
2022,9,202209,Melbourne,Townsville,Melbourne - Townsville,740,836.8224299
2022,9,202209,Melbourne,Newcastle,Melbourne - Newcastle,376,425.1962617
2022,9,202209,Paraburdoo,Perth,Paraburdoo - Perth,792,895.6261682
2022,9,202209,Perth,Newman,Perth - Newman,700,791.588785
2022,9,202209,Perth,Port Hedland,Perth - Port Hedland,649.99,735.0354206
2022,9,202209,Perth,Sydney,Perth - Sydney,984,1112.747664
2022,9,202209,Port Macquarie,Sydney,Port Macquarie - Sydney,315.45,356.7238318
2022,9,202209,Sydney,Tamworth,Sydney - Tamworth,371,419.5420561
2022,9,202209,Sydney,Townsville,Sydney - Townsville,420,474.953271
2022,9,202209,Sydney,Wagga Wagga,Sydney - Wagga Wagga,343,387.8785047
2022,9,202209,Newcastle,Gold Coast,Newcastle - Gold Coast,284,321.1588785
2022,10,202210,Adelaide,Alice Springs,Adelaide - Alice Springs,669,742.6513761
2022,10,202210,Adelaide,Brisbane,Adelaide - Brisbane,493,547.2752294
2022,10,202210,Adelaide,Canberra,Adelaide - Canberra,538,597.2293578
2022,10,202210,Adelaide,Darwin,Adelaide - Darwin,385,427.3853211
2022,10,202210,Adelaide,Gold Coast,Adelaide - Gold Coast,723,802.5963303
2022,10,202210,Adelaide,Melbourne,Adelaide - Melbourne,248,275.3027523
2022,10,202210,Adelaide,Perth,Adelaide - Perth,598,663.8348624
2022,10,202210,Adelaide,Port Lincoln,Adelaide - Port Lincoln,324,359.6697248
2022,10,202210,Adelaide,Sydney,Adelaide - Sydney,440,488.440367
2022,10,202210,Albury,Sydney,Albury - Sydney,363,402.9633028
2022,10,202210,Armidale,Sydney,Armidale - Sydney,338,375.2110092
2022,10,202210,Avalon,Gold Coast,Avalon - Gold Coast,516,572.8073394
2022,10,202210,Avalon,Sydney,Avalon - Sydney,142,157.6330275
2022,10,202210,Ayers Rock,Sydney,Ayers Rock - Sydney,639,709.3486239
2022,10,202210,Ballina,Sydney,Ballina - Sydney,152,168.733945
2022,10,202210,Brisbane,Cairns,Brisbane - Cairns,298,330.8073394
2022,10,202210,Brisbane,Canberra,Brisbane - Canberra,350,388.5321101
2022,10,202210,Brisbane,Darwin,Brisbane - Darwin,574,637.1926606
2022,10,202210,Brisbane,Emerald,Brisbane - Emerald,512,568.3669725
2022,10,202210,Brisbane,Gladstone,Brisbane - Gladstone,565,627.2018349
2022,10,202210,Brisbane,Hamilton Island,Brisbane - Hamilton Island,871,966.8899083
2022,10,202210,Brisbane,Hobart,Brisbane - Hobart,428,475.1192661
2022,10,202210,Brisbane,Mackay,Brisbane - Mackay,243,269.7522936
2022,10,202210,Brisbane,Melbourne,Brisbane - Melbourne,299,331.9174312
2022,10,202210,Brisbane,Mount Isa,Brisbane - Mount Isa,829.99,921.3650459
2022,10,202210,Brisbane,Perth,Brisbane - Perth,739.99,821.456789
2022,10,202210,Brisbane,Proserpine,Brisbane - Proserpine,503,558.3761468
2022,10,202210,Brisbane,Rockhampton,Brisbane - Rockhampton,458,508.4220183
2022,10,202210,Brisbane,Sydney,Brisbane - Sydney,177,196.4862385
2022,10,202210,Brisbane,Townsville,Brisbane - Townsville,324,359.6697248
2022,10,202210,Brisbane,Newcastle,Brisbane - Newcastle,158,175.3944954
2022,10,202210,Broome,Perth,Broome - Perth,514.01,570.5982569
2022,10,202210,Bundaberg,Brisbane,Bundaberg - Brisbane,557,618.3211009
2022,10,202210,Cairns,Gold Coast,Cairns - Gold Coast,194,215.3577982
2022,10,202210,Cairns,Melbourne,Cairns - Melbourne,569.99,632.7411927
2022,10,202210,Cairns,Sydney,Cairns - Sydney,559,620.5412844
2022,10,202210,Cairns,Townsville,Cairns - Townsville,288,319.706422
2022,10,202210,Canberra,Melbourne,Canberra - Melbourne,241,267.5321101
2022,10,202210,Canberra,Sydney,Canberra - Sydney,431,478.4495413
2022,10,202210,Coffs Harbour,Sydney,Coffs Harbour - Sydney,318,353.0091743
2022,10,202210,Darwin,Melbourne,Darwin - Melbourne,521,578.3577982
2022,10,202210,Darwin,Perth,Darwin - Perth,798,885.853211
2022,10,202210,Darwin,Sydney,Darwin - Sydney,417,462.9082569
2022,10,202210,Devonport,Melbourne,Devonport - Melbourne,483,536.1743119
2022,10,202210,Dubbo,Sydney,Dubbo - Sydney,368,408.5137615
2022,10,202210,Gold Coast,Sydney,Gold Coast - Sydney,174,193.1559633
2022,10,202210,Hamilton Island,Sydney,Hamilton Island - Sydney,538,597.2293578
2022,10,202210,Hobart,Melbourne,Hobart - Melbourne,278,308.6055046
2022,10,202210,Hobart,Sydney,Hobart - Sydney,408,452.9174312
2022,10,202210,Kalgoorlie,Perth,Kalgoorlie - Perth,827,918.0458716
2022,10,202210,Karratha,Perth,Karratha - Perth,1014,1125.633028
2022,10,202210,Launceston,Melbourne,Launceston - Melbourne,304,337.4678899
2022,10,202210,Launceston,Sydney,Launceston - Sydney,663.99,737.0898165
2022,10,202210,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,409,454.0275229
2022,10,202210,Sunshine Coast,Sydney,Sunshine Coast - Sydney,157,174.2844037
2022,10,202210,Melbourne,Gold Coast,Melbourne - Gold Coast,486,539.5045872
2022,10,202210,Melbourne,Mildura,Melbourne - Mildura,357.01,396.3138532
2022,10,202210,Melbourne,Perth,Melbourne - Perth,787,873.6422018
2022,10,202210,Melbourne,Sydney,Melbourne - Sydney,226,250.8807339
2022,10,202210,Melbourne,Townsville,Melbourne - Townsville,438,486.2201835
2022,10,202210,Melbourne,Newcastle,Melbourne - Newcastle,348,386.3119266
2022,10,202210,Paraburdoo,Perth,Paraburdoo - Perth,820,910.2752294
2022,10,202210,Perth,Newman,Perth - Newman,730,810.3669725
2022,10,202210,Perth,Port Hedland,Perth - Port Hedland,678,752.6422018
2022,10,202210,Perth,Sydney,Perth - Sydney,735,815.9174312
2022,10,202210,Port Macquarie,Sydney,Port Macquarie - Sydney,298,330.8073394
2022,10,202210,Sydney,Tamworth,Sydney - Tamworth,356,395.1926606
2022,10,202210,Sydney,Townsville,Sydney - Townsville,233,258.6513761
2022,10,202210,Sydney,Wagga Wagga,Sydney - Wagga Wagga,364,404.0733945
2022,10,202210,Newcastle,Gold Coast,Newcastle - Gold Coast,364,404.0733945
2022,11,202211,Adelaide,Alice Springs,Adelaide - Alice Springs,701,778.1743119
2022,11,202211,Adelaide,Brisbane,Adelaide - Brisbane,538,597.2293578
2022,11,202211,Adelaide,Canberra,Adelaide - Canberra,538,597.2293578
2022,11,202211,Adelaide,Darwin,Adelaide - Darwin,358,397.412844
2022,11,202211,Adelaide,Gold Coast,Adelaide - Gold Coast,958,1063.46789
2022,11,202211,Adelaide,Melbourne,Adelaide - Melbourne,298.01,330.8184404
2022,11,202211,Adelaide,Perth,Adelaide - Perth,708,785.9449541
2022,11,202211,Adelaide,Port Lincoln,Adelaide - Port Lincoln,328,364.1100917
2022,11,202211,Adelaide,Sydney,Adelaide - Sydney,476,528.4036697
2022,11,202211,Albury,Sydney,Albury - Sydney,368,408.5137615
2022,11,202211,Armidale,Sydney,Armidale - Sydney,390,432.9357798
2022,11,202211,Avalon,Gold Coast,Avalon - Gold Coast,489,542.8348624
2022,11,202211,Avalon,Sydney,Avalon - Sydney,254,281.9633028
2022,11,202211,Ayers Rock,Sydney,Ayers Rock - Sydney,829,920.266055
2022,11,202211,Ballina,Sydney,Ballina - Sydney,127,140.9816514
2022,11,202211,Brisbane,Cairns,Brisbane - Cairns,270,299.7247706
2022,11,202211,Brisbane,Canberra,Brisbane - Canberra,350,388.5321101
2022,11,202211,Brisbane,Darwin,Brisbane - Darwin,404,448.4770642
2022,11,202211,Brisbane,Emerald,Brisbane - Emerald,529,587.2385321
2022,11,202211,Brisbane,Gladstone,Brisbane - Gladstone,583,647.1834862
2022,11,202211,Brisbane,Hamilton Island,Brisbane - Hamilton Island,906,1005.743119
2022,11,202211,Brisbane,Hobart,Brisbane - Hobart,486,539.5045872
2022,11,202211,Brisbane,Mackay,Brisbane - Mackay,255,283.0733945
2022,11,202211,Brisbane,Melbourne,Brisbane - Melbourne,395,438.4862385
2022,11,202211,Brisbane,Mount Isa,Brisbane - Mount Isa,829.99,921.3650459
2022,11,202211,Brisbane,Perth,Brisbane - Perth,950,1054.587156
2022,11,202211,Brisbane,Proserpine,Brisbane - Proserpine,423,469.5688073
2022,11,202211,Brisbane,Rockhampton,Brisbane - Rockhampton,507,562.8165138
2022,11,202211,Brisbane,Sydney,Brisbane - Sydney,203,225.3486239
2022,11,202211,Brisbane,Townsville,Brisbane - Townsville,418,464.0183486
2022,11,202211,Brisbane,Newcastle,Brisbane - Newcastle,152,168.733945
2022,11,202211,Broome,Perth,Broome - Perth,514.01,570.5982569
2022,11,202211,Bundaberg,Brisbane,Bundaberg - Brisbane,517,573.9174312
2022,11,202211,Cairns,Gold Coast,Cairns - Gold Coast,386,428.4954128
2022,11,202211,Cairns,Melbourne,Cairns - Melbourne,526,583.9082569
2022,11,202211,Cairns,Sydney,Cairns - Sydney,486,539.5045872
2022,11,202211,Cairns,Townsville,Cairns - Townsville,288,319.706422
2022,11,202211,Canberra,Melbourne,Canberra - Melbourne,321,356.3394495
2022,11,202211,Canberra,Sydney,Canberra - Sydney,482,535.0642202
2022,11,202211,Coffs Harbour,Sydney,Coffs Harbour - Sydney,323,358.559633
2022,11,202211,Darwin,Melbourne,Darwin - Melbourne,381,422.9449541
2022,11,202211,Darwin,Perth,Darwin - Perth,674.01,748.2129358
2022,11,202211,Darwin,Sydney,Darwin - Sydney,365,405.1834862
2022,11,202211,Devonport,Melbourne,Devonport - Melbourne,537,596.1192661
2022,11,202211,Dubbo,Sydney,Dubbo - Sydney,399.84,443.8590826
2022,11,202211,Gold Coast,Sydney,Gold Coast - Sydney,169,187.6055046
2022,11,202211,Hamilton Island,Sydney,Hamilton Island - Sydney,714,792.6055046
2022,11,202211,Hobart,Melbourne,Hobart - Melbourne,332,368.5504587
2022,11,202211,Hobart,Sydney,Hobart - Sydney,356,395.1926606
2022,11,202211,Kalgoorlie,Perth,Kalgoorlie - Perth,868,963.559633
2022,11,202211,Karratha,Perth,Karratha - Perth,1082,1201.119266
2022,11,202211,Launceston,Melbourne,Launceston - Melbourne,269,298.6146789
2022,11,202211,Launceston,Sydney,Launceston - Sydney,679.99,754.8512844
2022,11,202211,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,550,610.5504587
2022,11,202211,Sunshine Coast,Sydney,Sunshine Coast - Sydney,194,215.3577982
2022,11,202211,Melbourne,Gold Coast,Melbourne - Gold Coast,358.01,397.423945
2022,11,202211,Melbourne,Mildura,Melbourne - Mildura,364.01,404.0844954
2022,11,202211,Melbourne,Perth,Melbourne - Perth,1078,1196.678899
2022,11,202211,Melbourne,Sydney,Melbourne - Sydney,223,247.5504587
2022,11,202211,Melbourne,Townsville,Melbourne - Townsville,351,389.6422018
2022,11,202211,Melbourne,Newcastle,Melbourne - Newcastle,515,571.6972477
2022,11,202211,Paraburdoo,Perth,Paraburdoo - Perth,850,943.5779817
2022,11,202211,Perth,Newman,Perth - Newman,770,854.7706422
